"nom","type","nb_publi","ouvre_data","code_region","code_departement","nb_ptf","nb_datagouv","pop_insee","CSP_chef","age_chef","partis_po_chef","part_plus65","nb_crea_entps","flux_migration_res","niveau_vie","part_diplomes","depenses_hab"
"CC Creuse Grand Sud","CC",0,0,75,23,0,0,12725,"Professeurs du secondaire et techn.",51,NA,29,97,NA,18730,5.1,546.043478978389
"CC Creuse Sud Ouest","CC",0,0,75,23,0,0,14489,"Agriculteurs propriétaires exploit.",34,NA,31.1,87,NA,18680,4.3,520.306666436607
"CC d'Arcis,Mailly,Ramerupt","CC",0,0,44,10,0,0,11781,"Retraités fonct.publique (sf enseig.)",72,NA,21.3,68,200069250,21040,2.7,521.659302266361
"CC d'Auberive Vingeanne et Montsaugeonnais","CC",0,0,44,52,0,0,8614,"Industriels-Chefs entreprise",57,NA,23.4,57,NA,21520,3.5,996.565390062689
"CC d'Entre Bièvre et Rhône","CC",0,0,84,38,0,0,68947,"Retraités de l'enseignement",81,NA,19.2,718,200040491,21800,4.2,656.788691893773
"CC d'Erdre et Gesvres","CC",0,0,52,44,0,0,62337,"Industriels-Chefs entreprise",71,NA,13.5,630,244400404,23990,10,419.065697418868
"CC de Bayeux Intercom","CC",0,0,28,14,0,0,30840,"Agents immobiliers",61,"Union des démocrates et indépendants",25.1,247,200066801,21890,6.4,1144.13668774319
"CC de Belle-Île-en-Mer","CC",0,0,53,56,0,0,5532,"Salariés du secteur médical",58,NA,27.6,51,NA,21900,6.1,1625.90631597975
"CC de Bièvre Est","CC",0,0,84,38,0,0,22472,"Fonctionnaires de catégorie A",62,NA,16.9,238,243800984,23010,6.2,739.724856710573
"CC de Blavet Bellevue Océan","CC",0,0,53,56,0,0,18338,"Retraités des professions libérales",76,NA,18.7,121,200042174,22500,5.3,243.740215945032
"CC de Blaye","CC",0,0,75,33,0,0,21010,"Agents technique et techniciens",59,NA,21.3,178,243300811,20390,5.5,431.581168015231
"CC de Bléré Val de Cher","CC",0,0,24,37,0,0,21898,"Autres cadres (secteur privé)",77,NA,20.9,168,243700754,22620,5.3,377.121329345146
"CC de Brioude Sud Auvergne","CC",0,0,84,43,0,0,17806,NA,NA,NA,24.7,136,NA,20300,4.8,565.959120521173
"CC de Brocéliande","CC",0,0,53,35,0,0,18349,"Autres cadres (secteur privé)",62,NA,15.8,134,243500139,22290,6.7,535.3468341599
"CC de Cattenom et Environs","CC",0,0,44,57,0,0,26224,"Représentants de commerce",57,NA,13.5,167,245701362,30530,12.7,1675.98092434411
"CC de Charente Limousine","CC",0,0,75,16,0,0,36786,"Industriels-Chefs entreprise",53,NA,29.5,338,NA,18940,3.1,415.522966889578
"CC de Commercy - Void - Vaucouleurs","CC",0,0,44,55,0,0,23372,"Commercants",54,NA,21.6,102,NA,19950,3.5,1024.68709353072
"CC de Damvillers Spincourt","CC",0,0,44,55,0,0,8541,"Retraités de l'enseignement",71,NA,17,34,NA,20410,2.5,829.747472192952
"CC de Desvres-Samer","CC",0,0,32,62,0,0,23419,"Retraités des entreprises publiques",72,NA,17.3,133,246200729,20200,3.7,651.538629318075
"CC de Domme - Villefranche du Périgord","CC",0,0,75,24,0,0,8913,"Cadres supérieurs (secteur privé)",65,NA,32.5,109,NA,19190,4.3,448.291629081117
"CC de Flandre Intérieure","CC",0,0,32,59,0,0,104198,"Pharmaciens",57,NA,18.1,715,200093201,21800,5.3,408.501603101787
"CC de Forez-Est","CC",3,1,84,42,0,3,64756,"Retraités de l'enseignement",73,NA,22.2,541,244200770,21810,5,457.138960868491
"CC de Freyming-Merlebach","CC",0,0,44,57,0,0,32757,"Pharmaciens",74,"Union pour un mouvement populaire",21.7,252,245700372,18340,3.2,485.464597490613
"CC de Gâtine et Choisilles - Pays de Racan","CC",0,0,24,37,0,0,21851,"Sans profession déclarée",64,NA,16.5,162,243700754,22800,6.3,668.485250560615
"CC de Gémozac et de la Saintonge Viticole","CC",0,0,75,17,0,0,14500,"Représentants de commerce",48,NA,23,134,200036473,20120,3.4,416.361789655172
"CC de Gevrey-Chambertin et de Nuits-Saint-Georges","CC",0,0,27,21,0,0,30545,"Professeurs de faculté",52,NA,19.4,261,242100410,24330,7.5,890.788249467998
"CC de Grand Lieu","CC",0,0,52,44,0,0,39210,"Autres professions libérales",47,"Les Républicains",14.4,342,244400404,22780,6.1,465.077928079572
"CC de Granville,Terre et Mer","CC",0,0,28,50,0,0,46211,"Fonctionnaires de catégorie B",73,NA,31.1,376,200069425,21650,5.3,547.646094219991
"CC de Hanau-La Petite Pierre","CC",0,0,44,67,0,0,27459,"Retraités fonct.publique (sf enseig.)",71,NA,20.8,171,NA,22320,4.3,561.738151425762
"CC de Haute-Cornouaille","CC",0,0,53,29,0,0,15288,"Agriculteurs propriétaires exploit.",67,"Parti socialiste",26,91,NA,19560,3.2,399.705520015699
"CC de Haute-Tarentaise","CC",0,0,84,73,0,0,16541,"Sans profession déclarée",67,NA,14.7,362,NA,23070,7.2,1099.11283658787
"CC de l'Agglomération Migennoise","CC",0,0,27,89,0,0,15311,"Commercants",63,NA,21.4,70,200067114,19030,2.2,637.973966429365
"CC de l'Aillantais","CC",0,0,27,89,0,0,10665,"Industriels-Chefs entreprise",60,NA,21.9,84,NA,21970,4.8,397.241026722925
"CC de l'Aire à l'Argonne","CC",0,0,44,55,0,0,6746,"Fonctionnaires de catégorie C",58,"Parti socialiste",22.3,35,NA,21310,4.2,730.877574859176
"CC de l'Aire Cantilienne","CC",0,0,32,60,0,0,46079,"Permanents politiques",65,"Union pour un mouvement populaire",20.6,598,200054781,29320,17.8,294.888946808741
"CC de l'Aire Cantilienne","CC",0,0,32,60,0,0,46079,"Permanents politiques",65,"Rassemblement pour la République",20.6,598,200054781,29320,17.8,294.888946808741
"CC de l'Alsace Bossue","CC",0,0,44,67,0,0,25279,"Autres cadres (secteur privé)",56,NA,20.8,153,NA,21300,3.1,528.200659440642
"CC de l'Arc Mosellan","CC",0,0,44,57,0,0,34992,"Retraités de l'enseignement",67,NA,16.7,206,245701362,25030,6.3,444.84727451989
"CC de l'Argonne Ardennaise","CC",0,0,44,8,0,0,17996,"Retraités des entreprises publiques",74,NA,25.1,142,NA,19740,3.1,576.472408312958
"CC de l'Argonne Champenoise","CC",0,0,44,51,0,0,12410,"Cadres supérieurs (secteur privé)",59,NA,25.7,74,NA,20380,3.1,982.902940370669
"CC de l'Ernée","CC",0,0,52,53,0,0,21435,"Retr.artis.commerc.chefs d'entrep.",74,NA,22.3,114,200083392,20180,2.7,712.011423372988
"CC de l'Est Lyonnais (CCEL)","CC",0,0,84,69,0,0,41019,"Retraités salariés privés",70,NA,16.5,555,200046977,27160,10.5,488.026944099076
"CC de l'Estuaire","CC",0,0,75,33,0,0,16077,"Retraités de l'enseignement",70,"Parti socialiste",21.1,141,200023794,19100,2.8,1176.56864340362
"CC de l'Île d'Oléron","CC",0,0,75,17,0,0,22763,"Médecins",69,NA,35.3,319,NA,21300,4.4,1237.80927513948
"CC de l'Île de Noirmoutier","CC",0,0,52,85,0,0,9642,"Professions rattachées à enseignt.",50,NA,35.5,102,NA,21760,4.9,1778.86812694462
"CC de l'Île de Ré","CC",0,0,75,17,0,0,17792,"Industriels-Chefs entreprise",57,NA,33.9,315,241700434,24980,9.2,1312.02835319245
"CC de l'Oisans","CC",0,0,84,38,0,0,10932,"Retraités des professions libérales",67,NA,18.1,203,NA,22260,6.1,1629.31394346872
"CC de l'Oise Picarde","CC",0,0,32,60,0,0,21753,"Retraités des professions libérales",77,NA,16.6,116,200067999,20740,3.6,492.465920562681
"CC de l'Orvin et de l'Ardusson","CC",0,0,44,10,0,0,8682,"Agriculteurs propriétaires exploit.",63,NA,20.7,47,NA,21710,3.2,229.495
"CC de l'Oust à Brocéliande","CC",0,0,53,56,0,0,40135,"Cadres supérieurs (secteur privé)",66,"La République en marche",22.1,251,200066777,20810,4.4,562.557302852872
"CC de l'Outre-Forêt","CC",0,0,44,67,0,0,16389,"Retraités salariés privés",69,NA,18,85,NA,23800,3.8,275.05901092196
"CC de la Baie du Cotentin","CC",0,0,28,50,0,0,23998,"Autres retraités",71,NA,25.1,122,200067205,19880,3.3,526.290993832819
"CC de la Basse-Zorn","CC",0,0,44,67,0,0,17410,"Fonctionnaires de catégorie A",60,NA,19,132,NA,25270,6,849.755394026422
"CC de la Beauce Loirétaine","CC",0,0,24,45,0,0,16948,"Agriculteurs propriétaires exploit.",57,NA,16,104,244500468,22990,3.8,317.169349775785
"CC de la Brie Champenoise","CC",0,0,44,51,0,0,7608,"Agriculteurs propriétaires exploit.",52,NA,22.5,41,NA,20770,3.5,1128.19355415352
"CC de la Champagne Conlinoise et du Pays de Sillé","CC",0,0,52,72,0,0,19097,"Retraités salariés privés",67,NA,19.9,108,NA,20940,4.1,320.209741320626
"CC de la Champagne Picarde","CC",0,0,32,2,0,0,21418,"Agriculteurs propriétaires exploit.",67,NA,17,116,200067213,20920,3.6,286.553797273322
"CC de la Châtaigneraie Cantalienne","CC",0,0,84,15,0,0,22004,"Agriculteurs propriétaires exploit.",67,NA,28.8,113,241500230,20180,3.5,705.726457916742
"CC de la Châtre et Sainte-Sévère","CC",0,0,24,36,0,0,17070,"Artisans",63,NA,30.6,106,NA,19970,3.5,547.998558289397
"CC de la Côte d'Albâtre","CC",0,0,28,76,0,0,28770,"Retraités fonct.publique (sf enseig.)",71,NA,20.2,168,200069821,21180,4.7,1236.14130552659
"CC de la Côtière à Montluel","CC",0,0,84,1,0,0,25112,"Industriels-Chefs entreprise",64,NA,14.5,271,240100883,24170,8,681.79456275884
"CC de la Dombes","CC",0,0,84,1,0,0,39112,"Retr.artis.commerc.chefs d'entrep.",70,NA,18.3,399,200046977,23600,6.2,327.739491716097
"CC de la Forêt","CC",0,0,24,45,0,0,16841,"Fonctionnaires de catégorie B",62,NA,16.5,119,244500468,24010,6.7,535.882854937355
"CC de la Grande Vallée de la Marne","CC",0,0,44,51,0,0,15362,"Sans profession déclarée",68,NA,22.2,82,200067684,25010,5.5,632.045621012889
"CC de la Haute-Bigorre","CC",0,0,76,65,0,0,17792,"Retraités de l'enseignement",68,NA,30.3,203,NA,20500,6.9,995.792544964029
"CC de la Haute-Saintonge","CC",0,0,75,17,0,0,70100,"Retraités de l'enseignement",85,"Union pour un mouvement populaire",26.8,619,200036473,19620,3.4,415.264949643367
"CC de la Haute-Somme","CC",0,0,32,80,0,0,28547,"Agriculteurs propriétaires exploit.",63,NA,21.1,197,NA,19510,3.3,619.055910603566
"CC de la Haute Ariège","CC",0,0,76,9,0,0,7440,"Retraités de l'enseignement",67,NA,30.8,76,NA,20570,5.7,3162.81084811828
"CC de la Haute Comté","CC",0,0,27,70,0,0,18703,"Autres professions libérales",47,NA,24.8,94,NA,19240,2.4,311.682765866439
"CC de la Haute Vallée de Chevreuse","CC",0,0,11,78,0,0,25738,"Ingénieurs",77,"Parti radical",21.5,336,200058782,33180,26.7,162.084476260782
"CC de la Lomagne Gersoise","CC",0,0,76,32,0,0,20081,"Agents d'assurances",57,NA,29.4,195,NA,20120,5.3,385.519644440018
"CC de la Lomagne Tarn-et-Garonnaise","CC",0,0,76,82,0,0,10279,"Propriétaires",71,NA,28.3,110,NA,19850,4.1,601.221062360152
"CC de la Marche Berrichonne","CC",0,0,24,36,0,0,5830,"Autres professions",66,NA,36.5,40,NA,18520,3,438.471003430532
"CC de la Matheysine","CC",0,0,84,38,0,0,19643,"Retraités de l'enseignement",72,NA,22.8,202,200040715,21720,5.9,531.83306725042
"CC de la Moivre à la Coole","CC",0,0,44,51,0,0,10093,NA,NA,NA,18.6,84,200066876,24540,4.5,544.860362627564
"CC de la Montagne d'Ardèche","CC",0,0,84,7,0,0,5046,"Retraités des entreprises publiques",62,NA,32.1,25,NA,18080,3.1,703.921353547364
"CC de la Montagne Noire","CC",0,0,76,11,0,0,6031,"Enseignants 1er deg.-directeurs école",49,NA,27.4,48,NA,18450,5.3,765.346987232631
"CC de la Mossig et du Vignoble","CC",0,0,44,67,0,0,24899,"Retraités salariés privés",67,NA,19,170,246700488,24340,7.1,365.378893128238
"CC de la Muse et des Raspes du Tarn","CC",0,0,76,12,0,0,5595,"Retraités des entreprises publiques",67,NA,29.4,48,NA,19290,4.5,474.860482573727
"CC de la Picardie Verte","CC",0,0,32,60,0,0,33665,"Retraités fonct.publique (sf enseig.)",74,NA,18.7,155,200067999,20580,3.5,402.213908510322
"CC de la Plaine d'Estrées","CC",0,0,32,60,0,0,18170,"Sans profession déclarée",60,NA,15.2,137,200067965,24120,5.7,395.363180517336
"CC de la Plaine de l'Ain","CC",0,0,84,1,0,0,78956,"Professeurs de faculté",72,NA,16.4,819,200046977,23010,6.1,372.214715917726
"CC de la Plaine Dijonnaise","CC",0,0,27,21,0,0,22549,"Retr.artis.commerc.chefs d'entrep.",71,NA,14.9,138,242100410,23600,5.1,546.582894585126
"CC de la Plaine du Nord Loiret","CC",0,0,24,45,0,0,7020,"Agriculteurs propriétaires exploit.",62,NA,18.2,30,NA,22030,3.9,882.591839031339
"CC de la Plaine du Rhin","CC",0,0,44,67,0,0,18700,"Industriels-Chefs entreprise",63,NA,17.8,92,NA,25970,5.6,485.664756684492
"CC de la Plaine Jurassienne","CC",0,0,27,39,0,0,9437,"Retraités salariés privés",71,NA,24.2,59,NA,20640,2.2,347.766621807778
"CC de la Porte des Vosges Méridionales","CC",2,1,44,88,0,2,30624,"Retraités salariés privés",68,NA,24.9,235,200071157,20130,4.6,218.813996538662
"CC de la Région d'Audruicq","CC",0,0,32,62,0,0,27501,"Retraités de l'enseignement",72,NA,14.6,168,200090751,20990,3.7,431.789994545653
"CC de la Région de Bar-sur-Aube","CC",0,0,44,10,0,0,11817,"Autres cadres (secteur privé)",49,NA,26.5,35,200069250,20530,3.7,974.942598798341
"CC de la Région de Blain","CC",0,0,52,44,0,0,16457,"Fonctionnaires de catégorie A",65,"Parti socialiste",17.3,112,NA,21260,5.1,491.142463997083
"CC de la Région de Guebwiller","CC",0,0,44,68,0,0,39063,NA,NA,NA,20,297,200066009,22820,5.9,769.736981542636
"CC de la Région de Levroux","CC",0,0,24,36,0,0,6470,NA,NA,NA,25.5,40,NA,20630,2.4,247.61300927357
"CC de la Région de Molsheim-Mutzig","CC",0,0,44,67,0,0,40628,"Cadres supérieurs (secteur privé)",63,NA,17.7,329,246700488,24110,6.9,352.415281333071
"CC de la Région de Rambervillers","CC",0,0,44,88,0,0,13785,"Retraités de l'enseignement",75,"Union pour un mouvement populaire",20.8,68,NA,19280,2.3,350.104489662677
"CC de la Région de Rambervillers","CC",0,0,44,88,0,0,13785,"Retraités de l'enseignement",75,"Rassemblement pour la République",20.8,68,NA,19280,2.3,350.104489662677
"CC de la Région de Suippes","CC",0,0,44,51,0,0,7993,"Agriculteurs propriétaires exploit.",73,NA,14.9,35,NA,21090,2.9,798.797378956587
"CC de la Save au Touch","CC",0,0,76,31,0,0,40751,"Fonctionnaires de catégorie A",74,NA,13.6,521,243100518,25550,17.1,339.961924369954
"CC de la Sologne des Étangs","CC",0,0,24,41,0,0,8869,"Retraités salariés privés",68,NA,25.8,65,NA,21000,4,220.845492163716
"CC de la Sologne des Rivières","CC",0,0,24,41,0,0,11261,"Cadres supérieurs (secteur privé)",61,NA,30.6,51,NA,20840,3.6,328.610393393127
"CC de la Station des Rousses-Haut Jura","CC",0,0,27,39,0,0,7217,"Retraités de l'enseignement",71,NA,13,73,NA,33300,7.9,826.709458223639
"CC de la Tenarèze","CC",0,0,76,32,0,0,15165,"Pharmaciens",68,"Union pour un mouvement populaire",31.1,145,NA,19470,4.7,559.017701285856
"CC de la Tenarèze","CC",0,0,76,32,0,0,15165,"Pharmaciens",68,"Démocratie libérale",31.1,145,NA,19470,4.7,559.017701285856
"CC de la Terre des Deux Caps","CC",0,0,32,62,0,0,22459,"Professeurs du secondaire et techn.",67,NA,17.2,165,246200729,20180,5.1,516.421492942696
"CC de la Thiérache du Centre","CC",0,0,32,2,0,0,27564,"Professions rattachées à enseignt.",68,NA,20.7,101,NA,18950,2.6,372.979203671455
"CC de la Vallée d'Ossau","CC",0,0,75,64,0,0,10047,"Huissiers",68,NA,27.3,91,NA,20560,6,778.188016323281
"CC de la Vallée de Chamonix-Mont-Blanc","CC",0,0,84,74,0,0,13541,"Ingénieurs conseils",56,NA,18.7,484,NA,23160,11.2,4195.83488516358
"CC de la Vallée de Kaysersberg","CC",0,0,44,68,0,0,17088,NA,NA,NA,22.3,139,246800726,24010,6.4,642.91812792603
"CC de la Vallée de l'Homme","CC",0,0,75,24,0,0,16125,"Autres professions libérales",63,NA,32.2,215,NA,19610,5.6,368.955784186046
"CC de la Vallée de l'Oise et des Trois Forêts","CC",0,0,11,95,0,0,39462,"Administrateurs de sociétés",79,NA,17.1,513,200058485,26840,11.6,135.329974659166
"CC de la Vallée de la Bruche","CC",0,0,44,67,0,0,21668,"Retraités agricoles",72,NA,21.4,140,246701064,21530,3.6,553.991159774783
"CC de la Vallée de la Doller et du Soultzbach","CC",0,0,44,68,0,0,16618,NA,NA,NA,19.6,113,NA,23670,4.8,583.41850884583
"CC de la Vallée de la Haute-Sarthe","CC",0,0,28,61,0,0,8033,"Professions rattachées à enseignt.",62,NA,22.7,44,NA,20500,4.2,726.752793476908
"CC de la Vallée de Munster","CC",0,0,44,68,0,0,16591,NA,NA,NA,23.2,111,246700488,22110,5.4,600.331323006449
"CC de la Vallée de Saint-Amarin","CC",0,0,44,68,0,0,12687,NA,NA,NA,24.7,69,NA,21870,3,1042.94633877197
"CC de la Vallée de Villé","CC",0,0,44,67,0,0,11211,"Retraités fonct.publique (sf enseig.)",69,NA,21.1,68,NA,23330,5.9,695.730338060833
"CC de la Vallée du Gapeau","CC",0,0,93,83,0,0,30876,"Cadres supérieurs (secteur privé)",66,NA,21.2,441,248300543,23120,7,529.620189143671
"CC de la Vallée du Garon (CCVG)","CC",0,0,84,69,0,0,31019,"Retraités des entreprises publiques",75,NA,19.4,542,200046977,27290,15.5,370.875065927335
"CC de la Vallée du Lot et du Vignoble","CC",0,0,76,46,0,0,14909,"Agriculteurs propriétaires exploit.",64,NA,32.6,135,NA,20520,5.4,612.305182775505
"CC de la Vallée Verte","CC",0,0,84,74,0,0,7790,"Ouvriers (secteur privé)",57,NA,13.7,81,NA,29120,8.5,529.124097560976
"CC de la Vanne et du Pays d'Othe","CC",0,0,27,89,0,0,8925,"Salariés agricoles",57,NA,24.8,56,NA,20910,3.8,213.855179831933
"CC de la Veyle","CC",0,0,84,1,0,0,22575,"Cadres supérieurs (secteur privé)",54,NA,18.2,187,200071751,22650,3.9,425.679101218162
"CC de Lacq-Orthez","CC",9,1,75,64,9,0,55117,NA,NA,NA,23.4,370,200067254,21400,4.6,972.48769581073
"CC de Lévézou Pareloup","CC",0,0,76,12,0,0,5581,"Agriculteurs propriétaires exploit.",58,NA,29.1,36,NA,19560,3.5,1105.94861673535
"CC de Londinières","CC",0,0,28,76,0,0,5372,"Retraités de l'enseignement",74,NA,21.3,25,NA,19580,3.2,142.098937081162
"CC de Marcigny","CC",0,0,27,71,0,0,6453,"Fonctionnaires de catégorie A",57,NA,29.6,34,NA,20040,4.5,325.961558964823
"CC de Mimizan","CC",0,0,75,40,0,0,12322,"Fonctionnaires de catégorie A",58,"Parti socialiste",31.1,179,NA,20890,4.8,733.117323486447
"CC de Mirecourt Dompaire","CC",0,0,44,88,0,0,20152,"Autres cadres (secteur privé)",64,NA,20.8,113,200068757,20980,4.5,620.153686482731
"CC de Miribel et du Plateau","CC",0,0,84,1,0,0,23888,"Cadres (entreprises publiques)",58,NA,16.6,339,200046977,26030,12.6,560.59277587073
"CC de Montaigne Montravel et Gurson","CC",0,0,75,24,0,0,12273,"Industriels-Chefs entreprise",60,NA,25.6,133,NA,19380,4.3,653.258776990141
"CC de Montbenoît","CC",0,0,27,25,0,0,7749,"Contremaitres",61,NA,13.5,63,NA,26620,3.7,294.421429861918
"CC de Montesquieu","CC",0,0,75,33,0,0,43893,"Fonctionnaires de catégorie C",65,NA,16.1,574,243300316,24980,11,529.047024810334
"CC de Noblat","CC",0,0,75,87,0,0,12254,"Professeurs du secondaire et techn.",51,NA,25.6,98,NA,20720,5.3,501.361059245961
"CC de Nozay","CC",0,0,52,44,0,0,15978,"Sans profession déclarée",52,NA,14.5,94,NA,20630,4.7,541.78177181124
"CC de Parthenay-Gâtine","CC",0,0,75,79,0,0,38989,"Avocats",58,NA,26.5,249,NA,19530,3.4,732.339144374054
"CC de Petite Camargue","CC",0,0,76,30,0,0,26949,"Employés (secteur privé)",65,NA,19.2,309,243000643,20260,5.4,580.946017291922
"CC de Pont-Audemer / Val de Risle","CC",0,0,28,27,0,0,34014,"Retraités fonct.publique (sf enseig.)",70,NA,19.4,223,200023414,20820,4.2,707.53217586876
"CC de Portes Sud Périgord","CC",0,0,75,24,0,0,8488,"Administrateurs de sociétés",56,NA,32,111,NA,19580,5.5,503.510334590009
"CC de Pouilly-en-Auxois/Bligny-sur-Ouche","CC",0,0,27,21,0,0,8910,"Retraités fonct.publique (sf enseig.)",74,NA,24.4,74,NA,21770,5.8,563.436188552189
"CC de Saint-Méen Montauban","CC",0,0,53,35,0,0,27007,NA,NA,NA,17.7,159,243500139,21240,4.5,487.224004517347
"CC de Saulieu","CC",0,0,27,21,0,0,5582,"Retraités de l'enseignement",65,NA,30.2,40,NA,19910,3.7,380.00687388033
"CC de Seille et Grand Couronné","CC",0,0,44,54,0,0,18890,"Professeurs du secondaire et techn.",60,NA,16.8,150,245400676,24080,7.6,746.106166754897
"CC de Sélestat","CC",0,0,44,67,0,0,37059,"Retraités de l'enseignement",72,NA,17.7,330,246800726,22710,8.2,561.079854016568
"CC de Sézanne-Sud Ouest Marnais","CC",0,0,44,51,0,0,22175,"Retraités agricoles",72,NA,23.3,155,NA,21760,3.7,840.027554453213
"CC de Thann-Cernay","CC",0,0,44,68,0,0,38558,"Retraités salariés privés",69,NA,19.5,265,200066009,22670,6,932.695408475543
"CC de Val'Aïgo","CC",1,1,76,31,1,0,17500,"Industriels-Chefs entreprise",62,NA,18.5,191,243100518,21840,6.9,647.638193714286
"CC de Vendeuvre-Soulaines","CC",0,0,44,10,0,0,7990,"Cadres (entreprises publiques)",58,NA,23.1,42,NA,20670,3,857.533048811014
"CC de Ventadour - Egletons - Monédières","CC",0,0,75,19,0,0,11184,"Salariés agricoles",59,NA,25.8,77,NA,20110,4.5,713.687066344778
"CC de Vezouze en Piémont","CC",0,0,44,54,0,0,12058,"Autres cadres (secteur privé)",62,NA,24,73,NA,19000,2.6,289.891396583181
"CC de Vie et Boulogne","CC",0,0,52,85,0,0,44170,"Cadres supérieurs (secteur privé)",48,NA,15.5,331,248500589,21480,4.1,360.86436246321
"CC de Villedieu Intercom","CC",0,0,28,50,0,0,16141,"Fonctionnaires de catégorie A",41,NA,25.9,107,200069425,19850,3.2,617.251958366892
"CC de Vitry,Champagne et Der","CC",1,1,44,51,0,1,25696,"Fonctionnaires de catégorie A",69,"Parti socialiste",22.4,163,NA,19640,3.5,959.759956802615
"CC de Yenne","CC",0,0,84,73,0,0,7259,"Retraités de l'enseignement",70,NA,20.4,65,NA,23070,5.7,719.84169031547
"CC Decazeville Communauté","CC",1,1,76,12,0,1,19553,"Retraités salariés privés",75,NA,31.8,129,NA,19300,2.6,909.764294993096
"CC des 1000 étangs","CC",0,0,27,70,0,0,8853,"Cadres supérieurs (secteur privé)",60,NA,26.5,61,NA,20010,3.1,344.951452614933
"CC des 4B Sud Charente","CC",0,0,75,16,0,0,20676,"Fonctionnaires de catégorie B",61,NA,25.7,161,200071827,20060,3.6,691.428644321919
"CC des Albères,de la Côte Vermeille et de l'Illibéris","CC",0,0,76,66,0,0,56061,NA,NA,NA,31.8,683,200027183,20220,6.2,903.944607837891
"CC des Aspres","CC",0,0,76,66,0,0,21349,"Retraités de l'enseignement",83,NA,21.1,227,200027183,20270,6,640.137315096726
"CC des Ballons des Hautes-Vosges","CC",0,0,44,88,0,0,15684,"Entrepreneurs en batiments",56,NA,26.4,112,NA,19470,2.1,313.312381407804
"CC des Baronnies en Drôme Provençale","CC",0,0,84,26,0,0,21849,"Cadres supérieurs (secteur privé)",65,NA,31.2,244,NA,19430,7.2,504.701546523868
"CC des Bastides Dordogne-Périgord","CC",0,0,75,24,0,0,19194,"Retraités de l'enseignement",67,NA,32.6,183,NA,20070,4.7,704.566068563093
"CC des Bastides en Haut-Agenais Périgord","CC",0,0,75,47,0,0,17495,"Autres professions",56,NA,29.6,160,NA,19550,4.4,578.982577879394
"CC des Campagnes de l'Artois","CC",0,0,32,62,0,0,34602,"Retraités des professions libérales",72,NA,18.4,207,200033579,21820,5,485.793330732328
"CC des Causses à l'Aubrac","CC",0,0,76,12,0,0,15004,"Autres cadres (secteur privé)",65,NA,29.4,113,NA,20260,3.9,707.761964142895
"CC des Cévennes au Mont Lozère","CC",0,0,76,48,0,0,5299,"Retraités fonct.publique (sf enseig.)",72,NA,30.1,57,NA,16600,8.2,620.274385733157
"CC des Coëvrons","CC",0,0,52,53,0,0,28164,"Vétérinaires",46,NA,23.5,141,200083392,20200,3,822.235221914501
"CC des Collines du Nord Dauphiné","CC",0,0,84,38,0,0,24647,"Ingénieurs",62,NA,16.5,306,200046977,25360,7.7,536.465912687142
"CC des Collines du Perche","CC",0,0,24,41,0,0,6306,"Retraités salariés privés",71,NA,29,39,NA,20300,3.1,553.169240405963
"CC des Collines du Perche Normand","CC",0,0,28,61,0,0,12989,"Retraités salariés privés",70,NA,26.1,94,NA,20690,3.6,689.993101085534
"CC des Combes","CC",0,0,27,70,0,0,7831,"Fonctionnaires de catégorie B",57,NA,21.1,42,NA,21050,4,439.44405184523
"CC des Coteaux Arrats Gimone","CC",0,0,76,32,0,0,10777,"Retr.artis.commerc.chefs d'entrep.",69,NA,24.1,99,NA,21350,6.5,433.571846525007
"CC des Coteaux Bellevue","CC",0,0,76,31,0,0,20435,"Employés (secteur privé)",61,NA,17.3,260,243100518,26700,14,424.560772204551
"CC des Coteaux Bordelais","CC",0,0,75,33,0,0,19424,"Retraités agricoles",79,NA,20.1,315,243300316,25060,10.6,373.944860996705
"CC des Coteaux du Girou","CC",0,0,76,31,0,0,21489,"Industriels-Chefs entreprise",75,NA,16.1,307,243100518,26590,14.2,481.545426962632
"CC des Coteaux du Val-d'Arros","CC",0,0,76,65,0,0,11508,"Fonctionnaires de catégorie B",63,NA,22.8,99,NA,21690,6.1,462.543962460897
"CC des Coteaux et Landes de Gascogne","CC",0,0,75,47,0,0,12733,"Agriculteurs propriétaires exploit.",68,"Parti communiste français",30.6,104,200030674,20290,3.5,425.03423545119
"CC des Crêtes Préardennaises","CC",0,0,44,8,0,0,22530,"Autres retraités",71,NA,19.8,123,200041630,20610,3.6,545.629397691966
"CC des Deux Morin","CC",0,0,11,77,0,0,26826,NA,NA,NA,17.6,253,200090504,22190,4,391.1406959666
"CC des Deux Vallées","CC",0,0,32,60,0,0,23515,"Retraités salariés privés",68,"Parti communiste français",18.8,141,200067965,22190,4,333.241544546034
"CC des Deux Vallées","CC",0,0,11,91,0,0,18927,"Agents technique et techniciens",58,NA,20.6,217,NA,26130,8,416.025359010937
"CC des Deux Vallées Vertes","CC",0,0,27,25,0,0,16632,"Agriculteurs propriétaires exploit.",56,NA,22.4,95,242500361,20970,3.4,392.728352573353
"CC des Forêts du Perche","CC",0,0,24,28,0,0,8083,"Pharmaciens",64,NA,24.8,49,NA,20810,3.3,542.411975751577
"CC des Gorges de l'Ardèche","CC",0,0,84,7,0,0,15410,"Agriculteurs propriétaires exploit.",64,NA,28.5,220,NA,20320,5.3,1075.53904282933
