rentrée;Rentrée universitaire;Niveau géographique;Unité géographique;regroupement;Regroupements de formations ou d’établissements;secteur;Secteur de l’établissement d’inscription;sexe;Sexe de l’étudiant;Nombre total d’étudiants inscrits;Nombre total d’étudiants inscrits hors doubles inscriptions université/CPGE (voir documentation);A des effectifs en formations de DUT;Nombre d’étudiants inscrits en DUT;A des effectifs en formations d'ingénieurs;Nombre d’étudiants inscrits dans les formations d’Ingénieur;diffusable;Données diffusables;secret;Données soumises au secret statistique;niveau_geo;Identifiant de l’unité géographique;Identifiant de la région;Identifiant de l'académie;Identifiant du département;Identifiant de l'unité urbaine
2018;2018-19;Commune;Arles;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;2;Feminin;137;137;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;13004;R93;A02;D013;UU00552
2018;2018-19;Commune;Istres;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;34;34;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;13047;R93;A02;D013;UU00759
2018;2018-19;Commune;Miramas;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;22;22;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;13063;R93;A02;D013;UU00759
2018;2018-19;Commune;Marseille  1er;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;2126;2089;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;13201;R93;A02;D013;UU00759
2018;2018-19;Commune;Marseille  1er;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;1;Masculin;37;37;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;13201;R93;A02;D013;UU00759
2018;2018-19;Commune;Marseille  2e;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;348;348;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;13202;R93;A02;D013;UU00759
2018;2018-19;Commune;Marseille  2e;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;105;105;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;13202;R93;A02;D013;UU00759
2018;2018-19;Commune;Marseille  2e;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;2;Feminin;157;157;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;13202;R93;A02;D013;UU00759
2018;2018-19;Commune;Marseille  3e;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;5698;4946;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;13203;R93;A02;D013;UU00759
2018;2018-19;Commune;Marseille  3e;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;1;Masculin;189;189;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;13203;R93;A02;D013;UU00759
2018;2018-19;Commune;Marseille  4e;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;2;Feminin;331;331;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;13204;R93;A02;D013;UU00759
2018;2018-19;Commune;Marseille  4e;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;1;Masculin;112;112;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;13204;R93;A02;D013;UU00759
2018;2018-19;Commune;Marseille  6e;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;2;Feminin;885;885;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;13206;R93;A02;D013;UU00759
2018;2018-19;Commune;Marseille  8e;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;2;Feminin;900;900;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;13208;R93;A02;D013;UU00759
2018;2018-19;Commune;Marseille  9e;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;2434;2434;oui;487;non;;oui;Données diffusables;non;Autres données;COMMUNE;13209;R93;A02;D013;UU00759
2018;2018-19;Commune;Marseille  9e;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;2;Feminin;2626;2626;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;13209;R93;A02;D013;UU00759
2018;2018-19;Commune;Caen;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;12733;12211;oui;549;oui;632;oui;Données diffusables;non;Autres données;COMMUNE;14118;R28;A70;D014;UU14601
2018;2018-19;Commune;Deauville;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;44;44;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;14220;R28;A70;D014;UU14402
2018;2018-19;Commune;Épron;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;2;Feminin;137;137;non;;oui;134;oui;Données diffusables;non;Autres données;COMMUNE;14242;R28;A70;D014;UU14601
2018;2018-19;Commune;Hérouville-Saint-Clair;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;109;109;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;14327;R28;A70;D014;UU14601
2018;2018-19;Commune;Ifs;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;329;329;oui;277;non;;oui;Données diffusables;non;Autres données;COMMUNE;14341;R28;A70;D014;UU14601
2018;2018-19;Commune;Mondeville;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;126;126;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;14437;R28;A70;D014;UU14601
2018;2018-19;Commune;Saint-Pierre-sur-Dives;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;35;35;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;14654;R28;A70;D014;UU14119
2018;2018-19;Commune;Angoulême;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;683;683;oui;165;non;;oui;Données diffusables;non;Autres données;COMMUNE;16015;R75;A13;D016;UU16601
2018;2018-19;Commune;Angoulême;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;2;Feminin;386;386;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;16015;R75;A13;D016;UU16601
2018;2018-19;Commune;Cherves-Richemont;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;1;Masculin;15;15;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;16097;R75;A13;D016;CR16097
2018;2018-19;Commune;Confolens;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;18;18;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;16106;R75;A13;D016;UU16102
2018;2018-19;Commune;Confolens;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;11;11;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;16106;R75;A13;D016;UU16102
2018;2018-19;Commune;La Couronne;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;396;396;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;16113;R75;A13;D016;UU16601
2018;2018-19;Commune;Saint-Yrieix-sur-Charente;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;1;Masculin;19;19;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;16358;R75;A13;D016;UU16601
2018;2018-19;Commune;Rochefort;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;144;144;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;17299;R75;A13;D017;UU17403
2018;2018-19;Commune;Rochefort;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;1;Masculin;35;35;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;17299;R75;A13;D017;UU17403
2018;2018-19;Commune;Royan;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;48;48;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;17306;R75;A13;D017;UU17402
2018;2018-19;Commune;Royan;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;5;5;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;17306;R75;A13;D017;UU17402
2018;2018-19;Commune;Saint-Jean-d'Angély;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;47;47;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;17347;R75;A13;D017;UU17207
2018;2018-19;Commune;Saint-Amand-Montrond;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;16;16;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;18197;R24;A18;D018;UU18301
2018;2018-19;Commune;Brive-la-Gaillarde;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;680;680;oui;74;non;;oui;Données diffusables;non;Autres données;COMMUNE;19031;R75;A22;D019;UU00554
2018;2018-19;Commune;Brive-la-Gaillarde;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;1;Masculin;205;205;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;19031;R75;A22;D019;UU00554
2018;2018-19;Commune;Égletons;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;2;Feminin;3;3;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;19073;R75;A22;D019;UU19106
2018;2018-19;Commune;Naves;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;28;28;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;19146;R75;A22;D019;CR19146
2018;2018-19;Commune;Auxonne;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;14;14;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;21038;R27;A07;D021;UU21206
2018;2018-19;Commune;Dijon;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;13560;12832;oui;804;oui;493;oui;Données diffusables;non;Autres données;COMMUNE;21231;R27;A07;D021;UU21701
2018;2018-19;Commune;Plombières-lès-Dijon;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;16;16;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;21485;R27;A07;D021;UU21701
2018;2018-19;Commune;Plombières-lès-Dijon;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;14;14;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;21485;R27;A07;D021;UU21701
2018;2018-19;Commune;Semur-en-Auxois;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;33;33;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;21603;R27;A07;D021;UU21109
2018;2018-19;Commune;Loudéac;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;1;Masculin;63;63;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;22136;R53;A14;D022;UU22205
2018;2018-19;Commune;La Roche-Derrien;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;2;Feminin;39;39;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;22264;R53;A14;D022;UU22112
2018;2018-19;Commune;Felletin;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;104;104;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;23079;R75;A22;D023;CR23079
2018;2018-19;Commune;Bergerac;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;1;Masculin;43;43;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;24037;R75;A04;D024;UU00553
2018;2018-19;Commune;Coulounieix-Chamiers;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;49;49;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;24138;R75;A04;D024;UU24501
2018;2018-19;Commune;Périgueux;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;1350;1350;oui;392;non;;oui;Données diffusables;non;Autres données;COMMUNE;24322;R75;A04;D024;UU24501
2018;2018-19;Commune;Périgueux;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;904;904;oui;261;non;;oui;Données diffusables;non;Autres données;COMMUNE;24322;R75;A04;D024;UU24501
2018;2018-19;Commune;Périgueux;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;1;Masculin;18;18;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;24322;R75;A04;D024;UU24501
2018;2018-19;Commune;Thiviers;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;4;4;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;24551;R75;A04;D024;UU24108
2018;2018-19;Commune;Besançon;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;12501;12196;oui;492;oui;239;oui;Données diffusables;non;Autres données;COMMUNE;25056;R27;A03;D025;UU25602
2018;2018-19;Commune;Besançon;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;10147;9846;oui;411;oui;679;oui;Données diffusables;non;Autres données;COMMUNE;25056;R27;A03;D025;UU25602
2018;2018-19;Commune;Montbéliard;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;1173;1173;oui;308;oui;236;oui;Données diffusables;non;Autres données;COMMUNE;25388;R27;A03;D025;UU25601
2018;2018-19;Commune;Pontarlier;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;53;53;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;25462;R27;A03;D025;UU25401
2018;2018-19;Commune;Anneyron;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;2;Feminin;6;6;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;26010;R84;A08;D026;UU26107
2018;2018-19;Commune;Anneyron;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;1;Masculin;25;25;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;26010;R84;A08;D026;UU26107
2018;2018-19;Commune;Bourg-lès-Valence;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;73;73;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;26058;R84;A08;D026;UU00651
2018;2018-19;Commune;Bourg-lès-Valence;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;1;Masculin;5;5;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;26058;R84;A08;D026;UU00651
2018;2018-19;Commune;Crest;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;2;Feminin;1;1;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;26108;R84;A08;D026;UU26302
2018;2018-19;Commune;Nyons;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;9;9;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;26220;R84;A08;D026;UU26202
2018;2018-19;Commune;Bernay;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;19;19;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;27056;R28;A70;D027;UU27301
2018;2018-19;Commune;Bernay;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;2;Feminin;34;34;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;27056;R28;A70;D027;UU27301
2018;2018-19;Commune;Damville;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;87;87;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;27198;R28;A70;D027;CR27198
2018;2018-19;Commune;Gaillon;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;25;25;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;27275;R28;A70;D027;UU27302
2018;2018-19;Commune;Pont-Audemer;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;60;60;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;27467;R28;A70;D027;UU27303
2018;2018-19;Commune;Pont-Audemer;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;2;Feminin;20;20;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;27467;R28;A70;D027;UU27303
2018;2018-19;Commune;Vernon;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;65;65;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;27681;R28;A70;D027;UU27401
2018;2018-19;Commune;Val-de-Reuil;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;24;24;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;27701;R28;A70;D027;UU27402
2018;2018-19;Commune;Chartres;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;2;Feminin;113;113;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;28085;R24;A18;D028;UU28501
2018;2018-19;Commune;Brest;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;2;Feminin;1317;1317;non;;oui;120;oui;Données diffusables;non;Autres données;COMMUNE;29019;R53;A14;D029;UU29701
2018;2018-19;Commune;Brest;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;1;Masculin;1300;1300;non;;oui;405;oui;Données diffusables;non;Autres données;COMMUNE;29019;R53;A14;D029;UU29701
2018;2018-19;Commune;Carhaix-Plouguer;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;36;36;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;29024;R53;A14;D029;UU00271
2018;2018-19;Commune;Châteaulin;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;1;Masculin;52;52;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;29026;R53;A14;D029;UU29204
2018;2018-19;Commune;Fouesnant;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;20;20;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;29058;R53;A14;D029;UU29402
2018;2018-19;Commune;Guipavas;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;1;Masculin;75;75;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;29075;R53;A14;D029;UU29701
2018;2018-19;Commune;Landerneau;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;112;112;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;29103;R53;A14;D029;UU29308
2018;2018-19;Commune;Landivisiau;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;30;30;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;29105;R53;A14;D029;UU29301
2018;2018-19;Commune;Lopérec;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;2;Feminin;23;23;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;29139;R53;A14;D029;CR29139
2018;2018-19;Commune;Morlaix;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;337;337;oui;84;non;;oui;Données diffusables;non;Autres données;COMMUNE;29151;R53;A14;D029;UU29403
2018;2018-19;Commune;Plouzané;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;937;937;non;;oui;585;oui;Données diffusables;non;Autres données;COMMUNE;29212;R53;A14;D029;UU29701
2018;2018-19;Commune;Ajaccio;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;236;236;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;2A004;R94;A27;D02A;UU2A501
2018;2018-19;Commune;Corte;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;1810;1767;oui;254;oui;27;oui;Données diffusables;non;Autres données;COMMUNE;2B096;R94;A27;D02B;UU2B203
2018;2018-19;Commune;Alès;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;914;914;non;;oui;731;oui;Données diffusables;non;Autres données;COMMUNE;30007;R76;A11;D030;UU30501
2018;2018-19;Commune;Marguerittes;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;2;Feminin;34;34;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;30156;R76;A11;D030;UU30601
2018;2018-19;Commune;Nîmes;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;1;Masculin;1265;1265;non;;oui;7;oui;Données diffusables;non;Autres données;COMMUNE;30189;R76;A11;D030;UU30601
2018;2018-19;Commune;Saint-Christol-lès-Alès;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;76;76;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;30243;R76;A11;D030;UU30501
2018;2018-19;Commune;Rodilhan;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;99;99;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;30356;R76;A11;D030;UU30601
2018;2018-19;Commune;Blagnac;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;581;579;oui;414;non;;oui;Données diffusables;non;Autres données;COMMUNE;31069;R76;A16;D031;UU31701
2018;2018-19;Commune;Portet-sur-Garonne;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;1;Masculin;2;2;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;31433;R76;A16;D031;UU31701
2018;2018-19;Commune;Toulouse;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;2;Feminin;8226;8226;non;;oui;548;oui;Données diffusables;non;Autres données;COMMUNE;31555;R76;A16;D031;UU31701
2018;2018-19;Commune;Toulouse;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;1;Masculin;6497;6497;non;;oui;1255;oui;Données diffusables;non;Autres données;COMMUNE;31555;R76;A16;D031;UU31701
2018;2018-19;Commune;Masseube;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;1;Masculin;39;39;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;32242;R76;A16;D032;CR32242
2018;2018-19;Commune;Mirande;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;21;21;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;32256;R76;A16;D032;UU32105
2018;2018-19;Commune;Arcachon;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;43;43;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;33009;R75;A04;D033;UU33501
2018;2018-19;Commune;Bègles;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;53;53;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;33039;R75;A04;D033;UU33701
2018;2018-19;Commune;Bègles;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;2;Feminin;93;93;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;33039;R75;A04;D033;UU33701
2018;2018-19;Commune;Bordeaux;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;9292;9284;oui;681;oui;151;oui;Données diffusables;non;Autres données;COMMUNE;33063;R75;A04;D033;UU33701
2018;2018-19;Commune;Camblanes-et-Meynac;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;1;1;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;33085;R75;A04;D033;UU33701
2018;2018-19;Commune;Camblanes-et-Meynac;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;22;22;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;33085;R75;A04;D033;UU33701
2018;2018-19;Commune;Cenon;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;84;84;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;33119;R75;A04;D033;UU33701
2018;2018-19;Commune;Gradignan;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;618;618;oui;233;oui;294;oui;Données diffusables;non;Autres données;COMMUNE;33192;R75;A04;D033;UU33701
2018;2018-19;Commune;Le Haillan;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;2;Feminin;15;15;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;33200;R75;A04;D033;UU33701
2018;2018-19;Commune;Libourne;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;105;105;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;33243;R75;A04;D033;UU33401
2018;2018-19;Commune;Libourne;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;1;Masculin;1;1;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;33243;R75;A04;D033;UU33401
2018;2018-19;Commune;Lormont;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;114;114;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;33249;R75;A04;D033;UU33701
2018;2018-19;Commune;Mérignac;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;1097;1097;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;33281;R75;A04;D033;UU33701
2018;2018-19;Commune;Mérignac;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;487;487;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;33281;R75;A04;D033;UU33701
2018;2018-19;Commune;Saint-Jean-d'Illac;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;1;Masculin;49;49;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;33422;R75;A04;D033;UU33701
2018;2018-19;Commune;Talence;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;9458;8649;non;;oui;1439;oui;Données diffusables;non;Autres données;COMMUNE;33522;R75;A04;D033;UU33701
2018;2018-19;Commune;Villenave-d'Ornon;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;2;Feminin;95;95;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;33550;R75;A04;D033;UU33701
2018;2018-19;Commune;Villenave-d'Ornon;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;211;211;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;33550;R75;A04;D033;UU33701
2018;2018-19;Commune;Villenave-d'Ornon;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;139;139;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;33550;R75;A04;D033;UU33701
2018;2018-19;Commune;Castelnau-le-Lez;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;124;124;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;34057;R76;A11;D034;UU34701
2018;2018-19;Commune;Jacou;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;1;Masculin;72;72;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;34120;R76;A11;D034;UU34701
2018;2018-19;Commune;Lattes;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;44;44;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;34129;R76;A11;D034;UU34701
2018;2018-19;Commune;Montferrier-sur-Lez;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;1;Masculin;70;70;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;34169;R76;A11;D034;UU34701
2018;2018-19;Commune;Montpellier;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;39192;38521;oui;642;oui;1007;oui;Données diffusables;non;Autres données;COMMUNE;34172;R76;A11;D034;UU34701
2018;2018-19;Commune;Sète;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;307;307;oui;51;non;;oui;Données diffusables;non;Autres données;COMMUNE;34301;R76;A11;D034;UU34502
2018;2018-19;Commune;Bruz;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;626;626;non;;oui;182;oui;Données diffusables;non;Autres données;COMMUNE;35047;R53;A14;D035;UU35701
