Insee - Statistiques locales; ; ; ; ; 
Référentiel géographique : France par commune; ; ; ; ; 
Code;Libellé;Part des pers. âgées de 65 ans ou + 2017;Nb créations d'entreprises 2020;Flux principal de migration résidentielle 2017;Part des diplômés d'un BAC+5 ou plus dans la pop. non scolarisée de 15 ans ou + 2017
44137;Prinquiau;13.6;21;null;5.9
44138;Puceul;9.9;7;null;3.2
44139;Quilly;9.6;12;null;4
44140;La Regrippière;11.2;11;null;5.7
44141;La Remaudière;10.4;8;null;4.3
44142;Remouillé;12.2;8;null;4.4
44143;Rezé;18;542;44109;11
44144;Riaillé;18.1;13;null;3.2
44145;Rouans;15.4;26;null;4.7
44146;Rougé;21;11;null;3.2
44148;Ruffigné;18.1;3;null;1.6
44149;Saffré;13.8;28;null;4.8
44150;Saint-Aignan-Grandlieu;14.5;31;null;6.1
44151;Saint-André-des-Eaux;16.2;54;null;7.3
44152;Sainte-Anne-sur-Brivet;15.4;16;null;4.8
44153;Saint-Aubin-des-Châteaux;15.5;15;null;3
44154;Saint-Brevin-les-Pins;27.5;142;null;6.6
44155;Saint-Colomban;11.8;29;null;5.1
44156;Corcoué-sur-Logne;15.1;21;null;4
44157;Saint-Étienne-de-Mer-Morte;13.4;10;null;1.6
44158;Saint-Étienne-de-Montluc;16.9;76;null;11.1
44159;Saint-Fiacre-sur-Maine;16.7;13;null;11.6
44161;Saint-Gildas-des-Bois;23;20;null;2.1
44162;Saint-Herblain;18.4;744;44109;11
44163;Vair-sur-Loire;15.3;24;null;5.7
44164;Saint-Hilaire-de-Chaléons;16.3;21;null;4.3
44165;Saint-Hilaire-de-Clisson;12;13;null;5.9
44166;Saint-Jean-de-Boiseau;15.4;44;null;7.5
44168;Saint-Joachim;22.7;21;null;3.1
44169;Saint-Julien-de-Concelles;17.8;74;null;7.3
44170;Saint-Julien-de-Vouvantes;24.1;7;null;2.4
44171;Saint-Léger-les-Vignes;11.8;15;null;7
44172;Sainte-Luce-sur-Loire;15.2;144;44109;11.6
44173;Saint-Lumine-de-Clisson;12.2;12;null;5.1
44174;Saint-Lumine-de-Coutais;11.6;12;null;3.6
44175;Saint-Lyphard;17.6;25;null;4.4
44176;Saint-Malo-de-Guersac;18.4;16;null;2.4
44178;Saint-Mars-de-Coutais;16.5;21;null;6.5
44179;Saint-Mars-du-Désert;13.5;42;null;10.1
44180;Vallons-de-l'Erdre;19.6;28;null;1.9
44182;Saint-Michel-Chef-Chef;27.7;61;null;4.3
44183;Saint-Molf;13.9;31;null;4.4
44184;Saint-Nazaire;22.4;648;44109;7.5
44185;Saint-Nicolas-de-Redon;23.2;32;null;3
44186;Sainte-Pazanne;14.1;61;null;6
44187;Saint-Père-en-Retz;18;35;null;2.8
44188;Saint-Philbert-de-Grand-Lieu;13.8;74;null;5.7
44189;Sainte-Reine-de-Bretagne;17.1;9;null;2.4
44190;Saint-Sébastien-sur-Loire;21.2;310;44109;12.7
44192;Saint-Viaud;14.5;19;null;2.7
44193;Saint-Vincent-des-Landes;20.7;12;null;1.8
44194;Sautron;24.1;88;44109;16.3
44195;Savenay;16;78;null;10.1
44196;Sévérac;19.9;3;null;2
44197;Sion-les-Mines;21.7;13;null;2.6
44198;Les Sorinières;17.2;89;null;7.2
44199;Soudan;18.9;10;null;2.5
44200;Soulvache;19.4;4;null;2.3
44201;Sucé-sur-Erdre;18.3;95;null;19.4
44202;Teillé;20.1;8;null;2.5
44203;Le Temple-de-Bretagne;11.4;12;null;4.8
44204;Thouaré-sur-Loire;15.8;94;44109;10.8
44205;Les Touches;16.7;10;null;3.8
44206;Touvois;19.6;11;null;2.6
44207;Trans-sur-Erdre;17.9;2;null;4.2
44208;Treffieux;13.5;2;null;3.6
44209;Treillières;12.5;109;null;14.5
44210;Trignac;19.5;65;44184;2
44211;La Turballe;32.5;42;null;4.8
44212;Vallet;14.9;89;null;5.6
44213;Loireauxence;18.6;56;null;4.7
44214;Vay;12;15;null;5.5
44215;Vertou;19;300;44109;13.7
44216;Vieillevigne;18.4;19;null;3.8
44217;Vigneux-de-Bretagne;14.2;82;null;10.5
44218;Villepot;14.8;3;null;5.5
44220;Vue;11.1;8;null;4.3
44221;La Chevallerais;7.6;11;null;7.2
44222;La Roche-Blanche;12.8;6;null;2.9
44223;Geneston;14.4;28;null;5.6
44224;La Grigonnais;12.1;6;null;5.3
45001;Adon;21.8;0;null;5.1
45002;Aillant-sur-Milleron;26.7;1;null;4.8
45004;Amilly;26.8;105;45208;6.1
45005;Andonville;11;0;null;6.1
45006;Ardon;22.2;18;null;17.3
45008;Artenay;19.5;12;null;3.2
45009;Aschères-le-Marché;17.6;5;null;3.2
45010;Ascoux;13.9;7;null;3.5
45011;Attray;17.6;1;null;4.9
45012;Audeville;10.8;1;null;4.6
45013;Augerville-la-Rivière;17.9;5;null;6.7
45014;Aulnay-la-Rivière;26.1;2;null;3.9
45015;Autruy-sur-Juine;26.5;3;null;4
45016;Autry-le-Châtel;18.3;6;null;3.9
45017;Auvilliers-en-Gâtinais;26.5;3;null;3.7
45018;Auxy;24.7;4;null;3.3
45019;Baccon;18.7;8;null;7.7
45020;Le Bardon;16.5;7;null;8.2
45021;Barville-en-Gâtinais;20.4;6;null;2.1
45022;Batilly-en-Gâtinais;16.5;3;null;1.2
45023;Batilly-en-Puisaye;28.1;2;null;5.7
45024;Baule;14.7;13;null;5.7
45025;Bazoches-les-Gallerandes;17.9;10;null;3.3
45026;Bazoches-sur-le-Betz;20.5;8;null;4.1
45027;Beauchamps-sur-Huillard;21.6;6;null;5.2
45028;Beaugency;25.1;71;null;8
45029;Beaulieu-sur-Loire;25.6;10;null;3.1
45030;Beaune-la-Rolande;32.2;14;null;1.8
45031;Bellegarde;29.1;10;null;3.4
45032;Le Bignon-Mirabeau;19.5;3;null;3.9
45033;Boësses;19.7;2;null;4.7
45034;Boigny-sur-Bionne;20.5;15;null;9.1
45035;Boiscommun;24.1;3;null;3
45036;Boismorand;24.1;9;null;6.8
45037;Boisseaux;6.4;2;null;5.9
45038;Bondaroy;25.8;0;null;4.1
45039;Bonnée;23.1;5;null;4.6
45040;Bonny-sur-Loire;30.9;11;null;3.2
45041;Bordeaux-en-Gâtinais;28.4;1;null;2.1
45042;Les Bordes;17.3;11;null;5.1
45043;Bou;17.8;5;null;10.4
45044;Bougy-lez-Neuville;16;1;null;5.7
45045;Bouilly-en-Gâtinais;19.4;3;null;2
45046;Boulay-les-Barres;6.9;7;null;2.6
45047;Bouzonville-aux-Bois;16.4;1;null;1.6
45049;Bouzy-la-Forêt;18.5;5;null;6.1
45050;Boynes;16.3;11;null;2
45051;Bray-Saint-Aignan;16.6;7;null;5.3
45052;Breteau;28.1;2;null;0
45053;Briare;29.1;27;null;4.3
45054;Briarres-sur-Essonne;15.9;4;null;3.1
45055;Bricy;12.2;2;null;4.4
45056;Bromeilles;23;5;null;2.8
45058;Bucy-le-Roi;14;3;null;3.8
45059;Bucy-Saint-Liphard;30.1;2;null;4.5
45060;La Bussière;24.6;2;null;4.2
45061;Cepoy;22.3;18;null;4.2
45062;Cercottes;8.7;15;null;7.4
45063;Cerdon;30.6;5;null;2.2
45064;Cernoy-en-Berry;26.3;2;null;3.7
45065;Césarville-Dossainville;12.5;1;null;7.8
45066;Chailly-en-Gâtinais;23.3;6;null;3.1
45067;Chaingy;17.1;32;null;6.5
45068;Châlette-sur-Loing;20.9;121;45208;3.6
45069;Chambon-la-Forêt;17.3;2;null;4.6
45070;Champoulet;52.5;1;null;6.9
45072;Chanteau;13.4;8;null;9.6
45073;Chantecoq;21.5;4;null;4.6
45074;La Chapelle-Onzerain;15.6;1;null;1.2
45075;La Chapelle-Saint-Mesmin;19.3;87;45234;7.1
45076;La Chapelle-Saint-Sépulcre;19.6;4;null;6.3
45077;La Chapelle-sur-Aveyron;14.8;8;null;3.3
45078;Chapelon;19.8;2;null;7.7
45079;Le Charme;30.1;0;null;2.4
45080;Charmont-en-Beauce;22.9;1;null;3.6
45081;Charsonville;15.4;5;null;2
45082;Châteauneuf-sur-Loire;22.2;70;null;8.7
45083;Château-Renard;31.2;11;null;2.8
45084;Châtenoy;22.9;6;null;4.2
45085;Châtillon-Coligny;32.7;10;null;2.7
45086;Châtillon-le-Roi;18.8;1;null;0.9
45087;Châtillon-sur-Loire;24.4;15;null;4.1
45088;Chaussy;18.1;1;null;4.1
45089;Chécy;20.8;69;null;9.5
45091;Chevannes;18.5;6;null;6.7
45092;Chevillon-sur-Huillard;18.7;13;null;5.9
45093;Chevilly;19.7;19;null;3.3
45094;Chevry-sous-le-Bignon;31.7;1;null;8
45095;Chilleurs-aux-Bois;18.7;20;null;3.5
45096;Les Choux;20.6;2;null;4.3
45097;Chuelles;21.7;10;null;3.7
45098;Cléry-Saint-André;18.4;30;null;8
45099;Coinces;16.6;4;null;6.5
45100;Combleux;23.1;6;null;20.2
45101;Combreux;19.6;2;null;5
45102;Conflans-sur-Loing;30.9;4;null;7.8
45103;Corbeilles;22.3;5;null;2.3
45104;Corquilleroy;16.9;19;null;1.9
45105;Cortrat;15.6;1;null;4.8
45107;Coudroy;23.3;2;null;5.6
45108;Coullons;26.6;20;null;2.4
45109;Coulmiers;21.1;1;null;3.9
45110;Courcelles-le-Roi;19;7;null;6
45111;Courcy-aux-Loges;17.2;4;null;9.8
45112;La Cour-Marigny;18.3;1;null;5.3
45113;Courtemaux;28.5;6;null;3.7
45114;Courtempierre;25;0;null;3.3
45115;Courtenay;30.6;27;null;2.6
45116;Cravant;18.6;1;null;3.3
45118;Crottes-en-Pithiverais;18.3;0;null;2.8
45119;Dadonville;18;6;null;2.9
45120;Dammarie-en-Puisaye;27.2;2;null;0
45121;Dammarie-sur-Loing;23.1;5;null;1.1
45122;Dampierre-en-Burly;12.3;11;null;3.2
45123;Darvoy;22;13;null;5.3
45124;Desmonts;15.9;2;null;2.3
45125;Dimancheville;19.8;2;null;5.4
45126;Donnery;15.7;10;null;9.8
45127;Dordives;23.4;25;null;3.1
45129;Douchy-Montcorbon;26.6;5;null;3.1
45130;Dry;24.6;2;null;6.5
45131;Échilleuses;19.4;3;null;2.7
45132;Égry;21.3;2;null;2.4
45133;Engenville;12.6;2;null;2.8
45134;Épieds-en-Beauce;16.5;8;null;3.4
45135;Erceville;17;1;null;4
45136;Ervauville;24.5;3;null;2.8
45137;Escrennes;20.9;6;null;1.1
45138;Escrignelles;31.4;1;null;12.2
45139;Estouy;19.7;5;null;8.4
45141;Faverelles;27.3;0;null;5
45142;Fay-aux-Loges;16.5;27;null;7.3
45143;Feins-en-Gâtinais;38.2;0;null;7.1
45144;Férolles;14.8;4;null;6.5
45145;Ferrières-en-Gâtinais;24.1;28;null;4.6
45146;La Ferté-Saint-Aubin;19.5;54;45234;6.5
45147;Fleury-les-Aubrais;17.2;232;45234;7.4
45148;Fontenay-sur-Loing;20.1;13;null;2.7
45149;Foucherolles;27.7;6;null;0.9
45150;Fréville-du-Gâtinais;22.2;0;null;0
45151;Gaubertin;16.7;1;null;4.2
45152;Gémigny;14.2;0;null;1.9
45153;Germigny-des-Prés;12.3;6;null;5.8
45154;Gidy;15.4;14;null;5.4
45155;Gien;22.3;91;null;4.9
45156;Girolles;20.8;8;null;2.3
45157;Givraines;16.9;2;null;3.5
45158;Gondreville;25;1;null;3.1
45159;Grangermont;21.6;0;null;5.3
45160;Greneville-en-Beauce;19.4;0;null;5.5
45161;Griselles;23.2;5;null;5.3
45162;Guigneville;17.2;4;null;3.1
45164;Guilly;18.8;6;null;4.9
45165;Gy-les-Nonains;20;0;null;3.2
45166;Huêtre;8.4;1;null;4.8
45167;Huisseau-sur-Mauves;23.3;11;null;6.6
45168;Ingrannes;18.3;2;null;5.4
45169;Ingré;16.2;92;null;8
45170;Intville-la-Guétard;10.3;0;null;5.2
45171;Isdes;19.1;3;null;5.5
45173;Jargeau;17.5;50;null;8.6
45174;Jouy-en-Pithiverais;15;3;null;3.8
45175;Jouy-le-Potier;16.4;13;null;11.1
45176;Juranville;19.8;6;null;2.1
45177;Laas;15.7;0;null;1.2
45178;Ladon;22.8;6;null;3.6
45179;Lailly-en-Val;17.4;20;null;5.5
45180;Langesse;28;1;null;7.4
45181;Léouville;11.8;0;null;12.3
45182;Ligny-le-Ribault;23.6;12;null;8.1
45183;Lion-en-Beauce;8.5;0;null;1.1
45184;Lion-en-Sullias;18;1;null;3.9
45185;Lombreuil;14.5;1;null;5.8
45186;Lorcy;22.1;6;null;1.7
45187;Lorris;31.9;19;null;3.8
45188;Loury;14.6;19;null;8.5
45189;Louzouer;22;3;null;2.9
45191;Le Malesherbois;16.4;60;null;3.6
45193;Marcilly-en-Villette;20;19;null;9.3
45194;Mardié;16.5;23;null;7.2
45195;Mareau-aux-Bois;18.9;5;null;3.2
45196;Mareau-aux-Prés;18.5;18;null;7.8
45197;Marigny-les-Usages;13.8;10;null;8.7
45198;Marsainvilliers;15.3;1;null;2.7
45199;Melleroy;23.8;3;null;2
45200;Ménestreau-en-Villette;18.3;5;null;10.7
45201;Mérinville;22.9;2;null;2.2
45202;Messas;17.6;7;null;5.5
45203;Meung-sur-Loire;22.3;61;null;7.7
45204;Mézières-lez-Cléry;17.9;12;null;9.7
45205;Mézières-en-Gâtinais;26.3;2;null;0.9
45206;Mignères;19.6;3;null;3.7
45207;Mignerette;14.9;0;null;2.9
45208;Montargis;22.5;166;45068;8.1
45209;Montbarrois;19.2;3;null;2.6
45210;Montbouy;24.6;6;null;3.2
45212;Montcresson;23.3;8;null;4.4
45213;Montereau;25.8;5;null;3.8
45214;Montigny;15.9;2;null;6.1
45215;Montliard;20.4;3;null;9.9
45216;Mormant-sur-Vernisson;17.6;1;null;1.1
45217;Morville-en-Beauce;11.5;0;null;2.3
45218;Le Moulinet-sur-Solin;29.4;1;null;2
45219;Moulon;19;1;null;8.1
45220;Nancray-sur-Rimarde;19.6;3;null;2.1
45222;Nargis;18.4;6;null;5.1
45223;Nesploy;21.2;4;null;3.2
45224;Neuville-aux-Bois;21.4;29;null;6.3
45225;La Neuville-sur-Essonne;23.8;3;null;4
45226;Neuvy-en-Sullias;12.1;11;null;5.2
45227;Nevoy;19.5;12;null;3.5
45228;Nibelle;21.6;13;null;3.4
45229;Nogent-sur-Vernisson;25.4;16;null;4
45230;Noyers;27.9;5;null;3.5
45231;Oison;17.7;0;null;7.5
45232;Olivet;20.3;217;45234;18.6
45233;Ondreville-sur-Essonne;17.3;2;null;5.3
45234;Orléans;15.4;1599;45232;15.4
45235;Ormes;11.8;35;null;6.8
45237;Orville;22.6;0;null;4.1
45238;Ousson-sur-Loire;25.4;9;null;1.5
45239;Oussoy-en-Gâtinais;19.2;6;null;1.6
45240;Outarville;23.7;8;null;3.3
45241;Ouvrouer-les-Champs;14.6;7;null;6
45242;Ouzouer-des-Champs;43.7;2;null;4.9
45243;Ouzouer-sous-Bellegarde;19.2;4;null;3.4
45244;Ouzouer-sur-Loire;16.8;9;null;4.2
45245;Ouzouer-sur-Trézée;27;4;null;3.4
45246;Pannecières;19.5;0;null;4.3
45247;Pannes;21.6;32;null;4.5
45248;Patay;21.4;6;null;2.4
45249;Paucourt;25.6;6;null;11.1
45250;Pers-en-Gâtinais;16.2;0;null;8.8
45251;Pierrefitte-ès-Bois;22.5;0;null;3.4
45252;Pithiviers;21;65;null;4
45253;Pithiviers-le-Vieil;20.8;6;null;2.3
45254;Poilly-lez-Gien;27.5;16;null;4.4
45255;Préfontaines;18.9;3;null;5.5
45256;Presnoy;17.4;1;null;2.8
45257;Pressigny-les-Pins;13.4;4;null;3.7
45258;Puiseaux;21.3;24;null;2.6
45259;Quiers-sur-Bézonde;22.8;4;null;2.3
45260;Ramoulu;16.5;1;null;3.8
45261;Rebréchien;15.3;8;null;10.1
45262;Rouvray-Sainte-Croix;15.2;2;null;3.7
45263;Rouvres-Saint-Jean;12.3;3;null;2.2
45264;Rozières-en-Beauce;11.7;3;null;4.3
45265;Rozoy-le-Vieil;22.4;7;null;3.4
45266;Ruan;20.1;3;null;1.9
45268;Saint-Aignan-le-Jaillard;30.4;4;null;2.3
45269;Saint-Ay;19.7;25;null;7.1
45270;Saint-Benoît-sur-Loire;25.6;13;null;4.3
45271;Saint-Brisson-sur-Loire;23;5;null;4.8
45272;Saint-Cyr-en-Val;25.2;34;null;13.5
45273;Saint-Denis-de-l'Hôtel;20.9;28;null;6
45274;Saint-Denis-en-Val;21.2;69;45234;10.5
45275;Saint-Firmin-des-Bois;18.1;4;null;3.3
45276;Saint-Firmin-sur-Loire;22.8;4;null;3
45277;Saint-Florent;29.3;3;null;3.7
45278;Sainte-Geneviève-des-Bois;25;8;null;2.1
45279;Saint-Germain-des-Prés;20.3;19;null;3.3
45280;Saint-Gondon;19.5;8;null;4.3
45281;Saint-Hilaire-les-Andrésis;22.7;5;null;2.6
45282;Saint-Hilaire-Saint-Mesmin;19.9;26;null;13.4
45283;Saint-Hilaire-sur-Puiseaux;20.6;0;null;0.8
45284;Saint-Jean-de-Braye;15.6;225;45234;8.4
45285;Saint-Jean-de-la-Ruelle;19.4;176;45234;6.2
45286;Saint-Jean-le-Blanc;20.5;93;45234;12.9
45288;Saint-Loup-des-Vignes;20.5;3;null;1.6
45289;Saint-Lyé-la-Forêt;13.7;6;null;4.7
45290;Saint-Martin-d'Abbat;15.5;15;null;7.6
45291;Saint-Martin-sur-Ocre;19.9;4;null;3.3
45292;Saint-Maurice-sur-Aveyron;23.6;4;null;6
45293;Saint-Maurice-sur-Fessard;20.3;7;null;4.7
45294;Saint-Michel;31.7;0;null;3.6
45296;Saint-Péravy-la-Colombe;12.2;4;null;2.9
45297;Saint-Père-sur-Loire;24.5;9;null;4.1
45298;Saint-Pryvé-Saint-Mesmin;20.5;67;null;11.4
45299;Saint-Sigismond;12.5;3;null;2
45300;Sandillon;17.6;43;null;9.1
45301;Santeau;14.3;2;null;2.9
45302;Saran;17.6;144;45234;4.5
45303;Sceaux-du-Gâtinais;19.2;3;null;4.1
45305;Seichebrières;28.5;3;null;7
45306;La Selle-en-Hermoy;21.8;12;null;3.7
45307;La Selle-sur-le-Bied;18.9;10;null;4.3
45308;Semoy;16.4;39;null;8.7
45309;Sennely;16.1;5;null;5.2
45310;Sermaises;18.9;15;null;2.5
45311;Sigloy;13.9;4;null;6.7
45312;Solterre;22.1;4;null;3.9
45313;Sougy;16.1;2;null;2.3
45314;Sully-la-Chapelle;11.6;1;null;7.7
45315;Sully-sur-Loire;24.7;34;null;4.3
45316;Sury-aux-Bois;20.8;8;null;4.8
45317;Tavers;23;11;null;8.1
45320;Thignonville;15.5;4;null;9.6
45321;Thimory;11.7;5;null;4.3
45322;Thorailles;11.2;2;null;4
45323;Thou;24.6;3;null;2.2
45324;Tigy;18.3;21;null;5.6
45325;Tivernon;17.5;2;null;2
45326;Tournoisis;14;2;null;4
45327;Traînou;14.8;30;null;6.2
45328;Treilles-en-Gâtinais;19.9;1;null;2.2
45329;Triguères;23;12;null;1.5
45330;Trinay;17.8;2;null;4.6
45331;Vannes-sur-Cosson;17.9;3;null;7.8
45332;Varennes-Changy;24.7;12;null;4
45333;Vennecy;11.8;16;null;8.7
45334;Vieilles-Maisons-sur-Joudry;22.3;10;null;3.3
45335;Vienne-en-Val;15.6;10;null;7.4
45336;Viglain;23;5;null;5
45337;Villamblain;15.5;0;null;2.5
45338;Villemandeur;26.5;61;null;4.8
45339;Villemoutiers;26.7;2;null;1.6
45340;Villemurlin;19.3;3;null;0.9
45341;Villeneuve-sur-Conie;11.4;0;null;5.3
45342;Villereau;14.5;3;null;2.4
45343;Villevoques;17.5;0;null;3.2
45344;Villorceau;14;3;null;3.5
45345;Vimory;19.2;9;null;4.5
45346;Vitry-aux-Loges;17.8;18;null;7.2
45347;Vrigny;18;2;null;4.5
45348;Yèvre-la-Ville;25.5;8;null;3.4
46001;Albas;30.2;1;null;7
46002;Albiac;26;1;null;4.9
46003;Alvignac;24.7;11;null;7.9
46004;Anglars;21;4;null;5.9
46005;Anglars-Juillac;31.8;3;null;5.8
46006;Anglars-Nozac;18;3;null;2.8
46007;Arcambal;28.3;10;null;6.3
46008;Les Arques;37.9;5;null;12.6
46009;Assier;31.9;2;null;5.3
46010;Aujols;25.1;4;null;8.8
46011;Autoire;21.2;5;null;7.7
46012;Aynac;30.5;6;null;3.4
46013;Bach;24.9;1;null;7.1
46015;Bagnac-sur-Célé;29.9;11;null;2
46016;Baladou;29;5;null;7
46017;Bannes;28.2;0;null;2.6
46018;Le Bastit;28.7;3;null;5.3
46020;Beauregard;34.9;2;null;5.4
46021;Béduer;22.8;10;null;8.7
46022;Bélaye;43.1;3;null;11.3
46023;Belfort-du-Quercy;27.7;4;null;6.1
46024;Belmont-Bretenoux;26.1;4;null;4.6
46026;Belmont-Sainte-Foi;35.3;0;null;3.4
46027;Berganty;24.1;1;null;10.2
46028;Bétaille;27.2;11;null;5.1
46029;Biars-sur-Cère;23.2;15;null;2.5
46030;Bio;19.5;4;null;8
46031;Blars;45.7;2;null;3.2
46032;Boissières;24.2;5;null;7.1
46033;Porte-du-Quercy;32.3;5;null;6
46034;Le Bourg;21.3;2;null;6.9
46035;Boussac;27.7;0;null;7.1
46036;Le Bouyssou;23.8;1;null;8.7
46037;Bouziès;32.6;0;null;10.3
46038;Bretenoux;33.5;11;null;5.2
46039;Brengues;23.6;4;null;7.6
46040;Cabrerets;24;3;null;11.7
46041;Cadrieu;32.3;2;null;7.8
46042;Cahors;26.4;203;31555;9.6
46043;Cahus;25.4;0;null;2.5
46044;Caillac;24;5;null;6.8
46045;Cajarc;37.5;15;null;7
46046;Calamane;18.2;7;null;6.2
46047;Calès;38.5;1;null;6.4
46049;Calvignac;33.7;1;null;6.3
46050;Cambayrac;17;0;null;4.1
46051;Cambes;19.8;6;null;7.8
46052;Camboulit;28.8;2;null;9.3
46053;Camburat;20.7;4;null;9.9
46054;Caniac-du-Causse;20.7;6;null;6.8
46055;Capdenac;28;11;null;5.7
46056;Carayac;21.2;1;null;9
46057;Cardaillac;25.7;2;null;7.6
46058;Carennac;35.8;9;null;3.2
46059;Carlucet;26;4;null;8.7
46060;Carnac-Rouffiac;39.5;5;null;9.7
46061;Cassagnes;25.4;3;null;5.6
46062;Castelfranc;24.6;9;null;5.8
46063;Castelnau Montratier-Sainte Alauzie;34.8;11;null;4.6
46064;Catus;28.4;8;null;4.6
46065;Cavagnac;21.3;5;null;6.3
46066;Cazals;44.9;12;null;3.1
46068;Cénevières;36;3;null;7.5
46069;Cézac;22.2;6;null;5.2
46070;Cieurac;18.6;8;null;5.9
46072;Concorès;40.7;2;null;4.9
46073;Concots;28.3;10;null;5.6
46074;Condat;16.2;6;null;3.6
46075;Corn;27.3;3;null;10.2
46076;Cornac;25.6;2;null;8.3
46078;Couzou;32.6;0;null;9.5
46079;Cras;21.4;2;null;6.4
46080;Crayssac;19.5;13;null;4.1
46081;Crégols;40.8;0;null;8.5
46082;Cremps;28.7;7;null;8.9
46083;Cressensac-Sarrazac;27.7;13;null;6.5
46084;Creysse;31.8;2;null;9.8
46085;Cuzac;26;4;null;4.7
46086;Cuzance;20.1;3;null;5.8
46087;Dégagnac;31.7;8;null;3.3
46088;Douelle;24.1;3;null;6
46089;Duravel;32.2;5;null;4.1
46090;Durbans;33.8;1;null;7.1
46091;Escamps;29.2;2;null;14.1
46092;Esclauzels;35.8;6;null;8.2
46093;Espagnac-Sainte-Eulalie;43.8;2;null;7.2
46094;Espédaillac;40.4;12;null;10.3
46095;Espère;20.5;7;null;3.7
46096;Espeyroux;35.1;1;null;2.4
46097;Estal;32.4;0;null;2.3
46098;Fajoles;28.5;2;null;9.3
46100;Faycelles;27.5;4;null;9
46101;Felzins;23.7;1;null;4.7
46102;Figeac;26.9;118;null;8.9
46103;Saint-Paul-Flaugnac;26.8;6;null;6.1
46104;Flaujac-Gare;35.4;1;null;8.5
46105;Flaujac-Poujols;22.7;5;null;6.2
46106;Floirac;32;3;null;8.3
46107;Floressas;32.4;7;null;6.3
46108;Fons;27.9;2;null;8.2
46109;Fontanes;25.6;5;null;7.4
46111;Fourmagnac;27.3;2;null;5.5
46112;Francoulès;16.4;5;null;3.9
46113;Frayssinet;29.3;1;null;5.4
46114;Frayssinet-le-Gélat;33.5;9;null;5.3
46115;Frayssinhes;23;1;null;2.1
46116;Frontenac;32.4;1;null;8.3
46117;Gagnac-sur-Cère;30.4;5;null;3.9
46118;Gignac;25.8;9;null;7
46119;Gigouzac;24.2;4;null;7
46120;Gindou;28;3;null;6
46121;Ginouillac;27.7;1;null;3
46122;Gintrac;25.2;1;null;6.1
46123;Girac;24.4;0;null;3
46124;Glanes;27.2;1;null;3.8
46125;Gorses;31.4;6;null;2.3
46126;Goujounac;29.3;5;null;5.8
46127;Gourdon;38.2;44;null;4.9
46128;Gramat;34.5;26;null;5.4
46129;Gréalou;26.2;1;null;4
46130;Grézels;33.9;2;null;9.2
46131;Grèzes;25.7;2;null;2.1
46132;Issendolus;24.1;1;null;5
46133;Issepts;22.2;1;null;9.1
46134;Les Junies;26.2;0;null;4.8
46135;Labastide-du-Haut-Mont;31.2;0;null;7
46136;Labastide-du-Vert;20.8;4;null;10.2
46137;Labastide-Marnhac;19.1;15;null;8.2
46138;Cœur de Causse;30.8;8;null;4.6
46139;Labathude;29.9;0;null;5.1
46140;Laburgade;18.6;2;null;6.5
46142;Lacapelle-Cabanac;27.6;3;null;4.7
46143;Lacapelle-Marival;37.8;9;null;3.3
46144;Lacave;37.4;3;null;6.7
46145;Lachapelle-Auzac;29.5;3;null;3.9
46146;Ladirat;36;2;null;2.3
46147;Lagardelle;33.3;1;null;5.6
46148;Lalbenque;22.6;20;null;6
46149;Lamagdelaine;24;11;null;7.3
46151;Lamothe-Cassel;29.1;1;null;5.1
46152;Lamothe-Fénelon;36.2;4;null;4.9
46153;Lanzac;24.3;8;null;5.3
46154;Laramière;26.5;3;null;6.9
46155;Larnagol;48.2;0;null;11
46156;Bellefont-La Rauze;23;13;null;6
46157;Larroque-Toirac;31.3;3;null;4.5
46159;Latouille-Lentillac;16.5;8;null;4.4
46160;Latronquière;39.9;2;null;3.7
46161;Lauresses;29.8;3;null;3.5
46162;Lauzès;32.2;0;null;3.9
46163;Laval-de-Cère;26;2;null;5.5
46164;Lavercantière;23.8;4;null;7.6
46165;Lavergne;24.1;5;null;4.3
46167;Lentillac-du-Causse;35.7;0;null;10.8
46168;Lentillac-Saint-Blaise;22.3;1;null;3.5
46169;Léobard;29.5;3;null;4
46170;Leyme;27.7;1;null;4.2
46171;Lherm;33;2;null;6.7
46172;Lhospitalet;14.9;6;null;4.6
46173;Limogne-en-Quercy;42.9;12;null;3.9
46174;Linac;36.2;1;null;6.6
46175;Lissac-et-Mouret;28.4;6;null;7.2
46176;Livernon;18.9;6;null;6.2
46177;Loubressac;26.6;5;null;10.8
46178;Loupiac;34.6;3;null;4.4
46179;Lugagnac;35.9;5;null;10.9
46180;Lunan;15.9;2;null;6.9
46181;Lunegarde;28.3;1;null;11.5
46182;Luzech;28.1;14;null;4
46183;Marcilhac-sur-Célé;39;6;null;9.1
46184;Marminiac;39.3;5;null;5.3
46185;Martel;32.7;16;null;4
46186;Masclat;27.8;5;null;3.2
46187;Mauroux;30.6;5;null;7.3
46188;Maxou;19.7;4;null;3.6
46189;Mayrinhac-Lentour;20.4;7;null;2.9
46190;Mechmont;24.8;3;null;6.6
46191;Mercuès;28.4;4;null;4.8
46192;Meyronne;34.8;3;null;5.4
46193;Miers;24.7;6;null;5
46194;Milhac;24.9;1;null;5.9
46195;Molières;28.7;3;null;3.8
46196;Montamel;31.1;2;null;1.1
46197;Le Montat;21.1;11;null;7.9
46198;Montbrun;34.5;0;null;4.2
46199;Montcabrier;31.1;4;null;7.3
46200;Montcléra;34.5;0;null;3.5
