nom,nom_minimise,COG,SIREN,code_region,code_departement
Dragey-Ronthon,DRAGEY-RONTHON,50167,215001678,28,50
Ducey-Les Chéris,DUCEY-LES-CHERIS,50168,200056521,28,50
Écausseville,ECAUSSEVILLE,50169,215001694,28,50
Émondeville,EMONDEVILLE,50172,215001728,28,50
Équilly,EQUILLY,50174,215001744,28,50
Éroudeville,EROUDEVILLE,50175,215001751,28,50
L'Étang-Bertrand,ETANG-BERTRAND (L'),50176,215001769,28,50
Étienville,ETIENVILLE,50177,215001777,28,50
Fermanville,FERMANVILLE,50178,215001785,28,50
Feugères,FEUGERES,50181,215001819,28,50
La Feuillie,LA FEUILLIE,50182,215001827,28,50
Fierville-les-Mines,FIERVILLE-LES-MINES,50183,215001835,28,50
Flamanville,FLAMANVILLE,50184,215001843,28,50
Fleury,FLEURY,50185,215001850,28,50
Flottemanville,FLOTTEMANVILLE,50186,215001868,28,50
Folligny,FOLLIGNY,50188,215001884,28,50
Fontenay-sur-Mer,FONTENAY-SUR-MER,50190,215001900,28,50
Fourneaux,FOURNEAUX,50192,215001926,28,50
Le Fresne-Poret,FRESNE-PORET (LE),50193,215001934,28,50
Fresville,FRESVILLE,50194,215001942,28,50
Gathemo,GATHEMO,50195,215001959,28,50
Gatteville-le-Phare,GATTEVILLE-PHARE,50196,215001967,28,50
Gavray-sur-Sienne,GAVRAY-SUR-SIENNE,50197,200085934,28,50
Geffosses,GEFFOSSES,50198,215001983,28,50
Genêts,GENETS,50199,215001991,28,50
Ger,GER,50200,215002007,28,50
La Godefroy,GODEFROY (LA),50205,215002056,28,50
Golleville,GOLLEVILLE,50207,215002072,28,50
Gonfreville,GONFREVILLE,50208,215002080,28,50
Gonneville-Le Theil,GONNEVILLE-LE-THEIL,50209,200057198,28,50
Gorges,GORGES,50210,215002106,28,50
Gouvets,GOUVETS,50214,215002148,28,50
Gouville-sur-Mer,GOUVILLE-SUR-MER,50215,200085405,28,50
Graignes-Mesnil-Angot,GRAIGNES LE MESNIL-ANGOT,50216,200007839,28,50
Le Grand-Celland,GRAND-CELLAND (LE),50217,215002171,28,50
Granville,GRANVILLE,50218,215002189,28,50
Gratot,GRATOT,50219,215002197,28,50
Grimesnil,GRIMESNIL,50221,215002213,28,50
Grosville,GROSVILLE,50222,215002221,28,50
Le Guislain,GUISLAIN (LE),50225,215002254,28,50
Le Ham,HAM (LE),50227,215002270,28,50
Hambye,HAMBYE,50228,215002288,28,50
Hamelin,HAMELIN,50229,215002296,28,50
Hardinvast,HARDINVAST,50230,215002304,28,50
Hauteville-sur-Mer,HAUTEVILLE-SUR-MER,50231,215002312,28,50
Hauteville-la-Guichard,HAUTEVILLE-LA-GUICHARD,50232,215002320,28,50
Hautteville-Bocage,HAUTTEVILLE-BOCAGE,50233,215002338,28,50
La Haye-Bellefond,HAYE-BELLEFOND (LA),50234,215002346,28,50
La Haye-d'Ectot,LA HAYE-D ECTOT,50235,215002353,28,50
La Haye,HAYE (LA ),50236,200055986,28,50
La Haye-Pesnel,HAYE-PESNEL (LA),50237,215002379,28,50
Héauville,HEAUVILLE,50238,215002387,28,50
Thèreval,THEREVAL,50239,200056828,28,50
Helleville,HELLEVILLE,50240,215002403,28,50
Hémevez,HEMEVEZ,50241,215002411,28,50
Heugueville-sur-Sienne,HEUGUEVILLE-SUR-SIENNE,50243,215002437,28,50
Hiesville,HIESVILLE,50246,215002460,28,50
Hocquigny,HOCQUIGNY,50247,215002478,28,50
Huberville,HUBERVILLE,50251,215002510,28,50
Hudimesnil,HUDIMESNIL,50252,215002528,28,50
Huisnes-sur-Mer,HUISNES-SUR-MER,50253,215002536,28,50
Isigny-le-Buat,ISIGNY-LE-BUAT,50256,215002569,28,50
Joganville,JOGANVILLE,50258,215002585,28,50
Juilley,JUILLEY,50259,215002593,28,50
Juvigny les Vallées,JUVIGNY-LES-VALLEES,50260,200063261,28,50
Lamberville,LAMBERVILLE,50261,215002619,28,50
La Lande-d'Airou,LANDE-AIROU (LA),50262,215002627,28,50
Lapenty,LAPENTY,50263,215002635,28,50
Laulne,LAULNE,50265,215002650,28,50
Lengronne,LENGRONNE,50266,215002668,28,50
Lessay,LESSAY,50267,200053890,28,50
Lestre,LESTRE,50268,215002684,28,50
Liesville-sur-Douve,LIESVILLE-SUR-DOUVE,50269,215002692,28,50
Lieusaint,LIEUSAINT,50270,215002700,28,50
Lingeard,LINGEARD,50271,215002718,28,50
Lingreville,LINGREVILLE,50272,215002726,28,50
Montsenelle,MONTSENELLE,50273,200055911,28,50
Les Loges-Marchis,LOGES-MARCHIS (LES),50274,215002742,28,50
Les Loges-sur-Brécey,LOGES-SUR-BRECEY (LES),50275,215002759,28,50
Lolif,LOLIF,50276,215002767,28,50
Longueville,LONGUEVILLE,50277,215002775,28,50
Le Loreur,LOREUR(LE),50278,215002783,28,50
Le Lorey,LE LOREY,50279,215002791,28,50
La Lucerne-d'Outremer,LUCERNE-D OUTREMER (LA),50281,215002817,28,50
Le Luot,LUOT (LE),50282,215002825,28,50
La Luzerne,LUZERNE (LA),50283,215002833,28,50
Magneville,MAGNEVILLE,50285,215002858,28,50
Marcey-les-Grèves,MARCEY-LES-GREVES,50288,215002882,28,50
Marchésieux,MARCHESIEUX,50289,215002890,28,50
Marcilly,MARCILLY,50290,215002908,28,50
Margueray,MARGUERAY,50291,215002916,28,50
Marigny-Le-Lozon,MARIGNY-LE-LOZON,50292,200058220,28,50
Martinvast,MARTINVAST,50294,215002940,28,50
Maupertuis,MAUPERTUIS,50295,215002957,28,50
Maupertus-sur-Mer,MAUPERTUS-SUR-MER,50296,215002965,28,50
La Meauffe,MEAUFFE (LA),50297,215002973,28,50
Méautis,MEAUTIS,50298,215002981,28,50
Le Mesnil,LE MESNIL,50299,215002999,28,50
Le Mesnil-Adelée,MESNIL-ADELEE (LE),50300,215003005,28,50
Le Mesnil-Amey,MESNIL-AMEY (LE),50302,215003021,28,50
Le Mesnil-Aubert,MESNIL-AUBERT (LE),50304,215003047,28,50
Le Mesnil-au-Val,MESNIL-AU-VAL (LE),50305,215003054,28,50
Le Mesnil-Eury,MESNIL-EURY (LE),50310,215003104,28,50
Le Mesnil-Garnier,MESNIL-GARNIER (LE),50311,215003112,28,50
Le Mesnil-Gilbert,MESNIL-GILBERT (LE),50312,215003120,28,50
Le Mesnillard,MESNILLARD (LE),50315,215003153,28,50
Le Mesnil-Ozenne,MESNIL-OZENNE (LE),50317,215003179,28,50
Le Mesnil-Rouxelin,MESNIL-ROUXELIN (LE),50321,215003211,28,50
Le Mesnil-Véneron,MESNIL-VENERON (LE),50324,215003245,28,50
Le Mesnil-Villeman,MESNIL-VILLEMAN (LE),50326,215003260,28,50
La Meurdraquière,MEURDRAQUIERE (LA),50327,215003278,28,50
Millières,MILLIERES,50328,215003286,28,50
Les Moitiers-d'Allonne,LES MOITIERS-D ALLONNE,50332,215003328,28,50
Montabot,MONTABOT,50334,215003344,28,50
Montaigu-la-Brisette,MONTAIGU-LA-BRISETTE,50335,215003351,28,50
Montaigu-les-Bois,MONTAIGU-LES-BOIS,50336,215003369,28,50
Montbray,MONTBRAY,50338,215003385,28,50
Montcuit,MONTCUIT,50340,215003401,28,50
Montebourg,MONTEBOURG,50341,215003419,28,50
Montfarville,MONTFARVILLE,50342,215003427,28,50
Monthuchon,MONTHUCHON,50345,215003450,28,50
Montjoie-Saint-Martin,MONTJOIE-SAINT-MARTIN,50347,215003476,28,50
Montmartin-sur-Mer,MONTMARTIN-SUR-MER,50349,215003492,28,50
Montpinchon,MONTPINCHON,50350,215003500,28,50
Montrabot,MONTRABOT,50351,215003518,28,50
Montreuil-sur-Lozon,MONTREUIL-SUR-LOZON,50352,215003526,28,50
Le Mont-Saint-Michel,MONT-SAINT-MICHEL (LE),50353,215003534,28,50
Moon-sur-Elle,MOON-SUR-ELLE,50356,215003567,28,50
Morigny,MORIGNY,50357,215003575,28,50
Mortain-Bocage,MORTAIN-BOCAGE,50359,200058279,28,50
Morville,MORVILLE,50360,215003609,28,50
La Mouche,MOUCHE (LA),50361,215003617,28,50
Moulines,MOULINES,50362,215003625,28,50
Moyon Villages,MOYON-VILLAGES,50363,200053908,28,50
Muneville-le-Bingard,MUNEVILLE-LE-BINGARD,50364,215003641,28,50
Muneville-sur-Mer,MUNEVILLE-SUR-MER,50365,215003658,28,50
Nay,NAY,50368,215003682,28,50
Négreville,NEGREVILLE,50369,215003690,28,50
Néhou,NEHOU,50370,215003708,28,50
Le Neufbourg,NEUFBOURG (LE),50371,215003716,28,50
Neufmesnil,NEUFMESNIL,50372,215003724,28,50
Neuville-au-Plain,NEUVILLE-AU-PLAIN,50373,215003732,28,50
Neuville-en-Beaumont,NEUVILLE-EN-BEAUMONT,50374,215003740,28,50
Nicorps,NICORPS,50376,215003765,28,50
Notre-Dame-de-Cenilly,NOTRE-DAME-DE-CENILLY,50378,215003781,28,50
Notre-Dame-de-Livoye,NOTRE-DAME-DE-LIVOYE,50379,215003799,28,50
Nouainville,NOUAINVILLE,50382,215003823,28,50
Octeville-l'Avenel,OCTEVILLE-L AVENEL,50384,215003849,28,50
Orglandes,ORGLANDES,50387,215003872,28,50
Orval sur Sienne,ORVAL-SUR-SIENNE,50388,200056430,28,50
Ouville,OUVILLE,50389,215003898,28,50
Ozeville,OZEVILLE,50390,215003906,28,50
Grandparigny,GRANDPARIGNY,50391,200053973,28,50
Percy-en-Normandie,PERCY-EN-NORMANDIE,50393,200057214,28,50
Périers,PERIERS,50394,215003948,28,50
La Pernelle,PERNELLE (LA),50395,215003955,28,50
Perriers-en-Beauficel,PERRIERS-EN-BEAUFICEL,50397,215003971,28,50
Le Perron,PERRON (LE),50398,215003989,28,50
Le Petit-Celland,PETIT-CELLAND (LE),50399,215003997,28,50
Picauville,PICAUVILLE,50400,200063139,28,50
Pierreville,PIERREVILLE,50401,215004011,28,50
Les Pieux,PIEUX (LES),50402,215004029,28,50
Pirou,PIROU,50403,215004037,28,50
Le Plessis-Lastelle,LE PLESSIS-LASTELLE,50405,215004052,28,50
Poilley,POILLEY,50407,215004078,28,50
Pontaubault,PONTAUBAULT,50408,215004086,28,50
Pont-Hébert,PONT-HEBERT,50409,200077360,28,50
Pontorson,PONTORSON,50410,200054856,28,50
Ponts,PONTS,50411,215004110,28,50
Port-Bail-sur-Mer,PORT-BAIL-SUR-MER,50412,200086593,28,50
Précey,PRECEY,50413,215004136,28,50
Quettehou,QUETTEHOU,50417,200086551,28,50
Quettreville-sur-Sienne,QUETTREVILLE-SUR-SIENNE,50419,200082378,28,50
Quibou,QUIBOU,50420,215004201,28,50
Quinéville,QUINEVILLE,50421,215004219,28,50
Raids,RAIDS,50422,215004227,28,50
Rampan,RAMPAN,50423,215004235,28,50
Rauville-la-Bigot,RAUVILLE-LA-BIGOT,50425,215004250,28,50
Rauville-la-Place,RAUVILLE-LA-PLACE,50426,215004268,28,50
Reffuveille,REFFUVEILLE,50428,215004284,28,50
Regnéville-sur-Mer,REGNEVILLE-SUR-MER,50429,215004292,28,50
Reigneville-Bocage,REIGNEVILLE-BOCAGE,50430,215004300,28,50
Remilly Les Marais,REMILLY LES MARAIS,50431,200063998,28,50
Réville,REVILLE,50433,215004334,28,50
Rocheville,ROCHEVILLE,50435,215004359,28,50
Romagny Fontenay,ROMAGNY-FONTENAY,50436,200057172,28,50
Roncey,RONCEY,50437,215004375,28,50
Le Rozel,ROZEL (LE),50442,215004425,28,50
Sacey,SACEY,50443,215004433,28,50
Saint-Amand-Villages,SAINT-AMAND-VILLAGES,50444,200063576,28,50
Saint-André-de-Bohon,SAINT-ANDRE-DE-BOHON,50445,215004458,28,50
Saint-André-de-l'Épine,SAINT-ANDRE-DE-L EPINE,50446,215004466,28,50
Saint-Aubin-des-Préaux,SAINT-AUBIN-DES-PREAUX,50447,215004474,28,50
Saint-Aubin-de-Terregatte,SAINT-AUBIN-DE-TERREGATTE,50448,215004482,28,50
Saint-Barthélemy,SAINT-BARTHELEMY,50450,215004508,28,50
Saint-Brice,SAINT-BRICE,50451,215004516,28,50
Saint-Brice-de-Landelles,SAINT-BRICE-DE-LANDELLES,50452,215004524,28,50
Sainte-Cécile,SAINTE-CECILE,50453,215004532,28,50
Saint-Christophe-du-Foc,SAINT-CHRISTOPHE-DU-FOC,50454,215004540,28,50
Saint-Clair-sur-l'Elle,SAINT-CLAIR-SUR-ELLE,50455,215004557,28,50
Saint-Clément-Rancoudray,SAINT-CLEMENT-RANCOUDRAY,50456,215004565,28,50
Sainte-Colombe,SAINTE-COLOMBE,50457,215004573,28,50
Saint-Cyr,SAINT-CYR,50461,215004615,28,50
Saint-Cyr-du-Bailleul,SAINT-CYR-DU-BAILLEUL,50462,215004623,28,50
Saint-Denis-le-Gast,SAINT-DENIS-LE-GAST,50463,215004631,28,50
Saint-Denis-le-Vêtu,SAINT-DENIS-LE-VETU,50464,215004649,28,50
Saint-Floxel,SAINT-FLOXEL,50467,215004672,28,50
Saint-Fromond,SAINT-FROMOND,50468,215004680,28,50
Sainte-Geneviève,SAINTE-GENEVIEVE,50469,215004698,28,50
Saint-Georges-de-la-Rivière,SAINT-GEORGES-DE-LA-RIVIERE,50471,215004714,28,50
Saint-Georges-de-Livoye,SAINT-GEORGES-DE-LIVOYE,50472,215004722,28,50
Saint-Georges-d'Elle,SAINT-GEORGES-D ELLE,50473,215004730,28,50
Saint-Georges-de-Rouelley,SAINT-GEORGES-DE-ROUELLEY,50474,215004748,28,50
Saint-Georges-Montcocq,SAINT-GEORGES-MONTCOCQ,50475,215004755,28,50
Saint-Germain-d'Elle,SAINT-GERMAIN-D ELLE,50476,215004763,28,50
Saint-Germain-de-Tournebut,SAINT-GERMAIN-DE-TOURNEBUT,50478,215004789,28,50
Saint-Germain-de-Varreville,SAINT-GERMAIN-DE-VARREVILLE,50479,215004797,28,50
Saint-Germain-le-Gaillard,SAINT-GERMAIN-LE-GAILLARD,50480,215004805,28,50
Saint-Germain-sur-Ay,SAINT-GERMAIN-SUR-AY,50481,215004813,28,50
Saint-Germain-sur-Sèves,SAINT-GERMAIN-SUR-SEVES,50482,215004821,28,50
Saint-Gilles,SAINT-GILLES,50483,215004839,28,50
Saint-Hilaire-du-Harcouët,SAINT-HILAIRE-DU-HARCOUET,50484,200058204,28,50
Saint-Jacques-de-Néhou,SAINT-JACQUES-DE-NEHOU,50486,215004862,28,50
Saint-James,SAINT-JAMES,50487,200063295,28,50
Saint-Jean-de-Daye,SAINT-JEAN-DE-DAYE,50488,215004888,28,50
Saint-Jean-de-la-Haize,SAINT-JEAN-DE-LA-HAIZE,50489,215004896,28,50
Saint-Jean-de-la-Rivière,SAINT-JEAN-DE-LA-RIVIERE,50490,215004904,28,50
Saint-Jean-de-Savigny,SAINT-JEAN-DE-SAVIGNY,50491,215004912,28,50
Saint-Jean-d'Elle,SAINT-JEAN-D'ELLE,50492,200056513,28,50
Saint-Jean-des-Champs,SAINT-JEAN-DES-CHAMPS,50493,215004938,28,50
Saint-Jean-du-Corail-des-Bois,SAINT-JEAN-DU-CORAIL-DES-BOIS,50495,215004953,28,50
Saint-Jean-le-Thomas,SAINT-JEAN-LE-THOMAS,50496,215004961,28,50
Saint-Joseph,SAINT-JOSEPH,50498,215004987,28,50
Saint-Laurent-de-Cuves,SAINT-LAURENT-DE-CUVES,50499,215004995,28,50
Saint-Laurent-de-Terregatte,SAINT-LAURENT-DE-TERREGATTE,50500,215005000,28,50
Saint-Lô,SAINT-LO,50502,215005026,28,50
Saint-Louet-sur-Vire,SAINT-LOUET-SUR-VIRE,50504,215005042,28,50
Saint-Loup,SAINT-LOUP,50505,215005059,28,50
Saint-Malo-de-la-Lande,SAINT-MALO-DE-LA-LANDE,50506,215005067,28,50
Saint-Marcouf,SAINT-MARCOUF,50507,215005075,28,50
Sainte-Marie-du-Mont,SAINTE-MARIE-DU-MONT,50509,215005091,28,50
Saint-Martin-d'Aubigny,SAINT-MARTIN-AUBIGNY,50510,215005109,28,50
Saint-Martin-d'Audouville,SAINT-MARTIN-D AUDOUVILLE,50511,215005117,28,50
Saint-Martin-de-Bonfossé,SAINT-MARTIN-DE-BONFOSSE,50512,215005125,28,50
Saint-Martin-de-Cenilly,SAINT-MARTIN-DE-CENILLY,50513,215005133,28,50
Chaulieu,CHAULIEU,50514,215005141,28,50
Saint-Martin-de-Varreville,SAINT-MARTIN-DE-VARREVILLE,50517,215005174,28,50
Saint-Martin-le-Bouillant,SAINT-MARTIN-LE-BOUILLANT,50518,215005182,28,50
Saint-Martin-le-Gréard,SAINT-MARTIN-LE-GREARD,50519,215005190,28,50
Saint-Maur-des-Bois,SAINT-MAUR-DES-BOIS,50521,215005216,28,50
Saint-Maurice-en-Cotentin,SAINT-MAURICE-EN-COTENTIN,50522,215005224,28,50
Sainte-Mère-Église,SAINTE-MERE-EGLISE,50523,200087138,28,50
Saint-Michel-de-Montjoie,SAINT-MICHEL-DE-MONTJOIE,50525,215005257,28,50
Saint-Nicolas-de-Pierrepont,SAINT-NICOLAS-DE-PIERREPONT,50528,215005281,28,50
Saint-Nicolas-des-Bois,SAINT-NICOLAS-DES-BOIS,50529,215005299,28,50
Saint-Ovin,SAINT-OVIN,50531,215005315,28,50
Saint-Pair-sur-Mer,SAINT-PAIR-SUR-MER,50532,215005323,28,50
Saint-Patrice-de-Claids,SAINT-PATRICE-DE-CLAIDS,50533,215005331,28,50
Le Parc,LE PARC,50535,200055960,28,50
Saint-Pierre-d'Arthéglise,SAINT-PIERRE-D ARTHEGLISE,50536,215005364,28,50
Saint-Pierre-de-Coutances,SAINT-PIERRE-DE-COUTANCES,50537,215005372,28,50
Saint-Pierre-de-Semilly,SAINT-PIERRE-DE-SEMILLY,50538,215005380,28,50
Saint-Pierre-Église,SAINT-PIERRE-EGLISE,50539,215005398,28,50
Saint-Pierre-Langers,SAINT-PIERRE-LANGERS,50540,215005406,28,50
Saint-Planchers,SAINT-PLANCHERS,50541,215005414,28,50
Saint-Pois,SAINT-POIS,50542,215005422,28,50
Saint-Quentin-sur-le-Homme,SAINT-QUENTIN-SUR-LE-HOMME,50543,215005430,28,50
Bourgvallées,BOURGVALLEES,50546,200086213,28,50
Saint-Sauveur-de-Pierrepont,SAINT-SAUVEUR-DE-PIERREPONT,50548,215005489,28,50
Saint-Sauveur-la-Pommeraye,SAINT-SAUVEUR-LA-POMMERAYE,50549,215005497,28,50
Saint-Sauveur-Villages,SAINT-SAUVEUR-VILLAGES,50550,200087047,28,50
Saint-Sauveur-le-Vicomte,SAINT-SAUVEUR-LE-VICOMTE,50551,215005513,28,50
Saint-Sébastien-de-Raids,SAINT-SEBASTIEN-DE-RAIDS,50552,215005521,28,50
Saint-Senier-de-Beuvron,SAINT-SENIER-DE-BEUVRON,50553,215005539,28,50
Saint-Senier-sous-Avranches,SAINT-SENIER-SOUS-AVRANCHES,50554,215005547,28,50
Sainte-Suzanne-sur-Vire,SAINTE-SUZANNE-SUR-VIRE,50556,215005562,28,50
Saint-Vaast-la-Hougue,SAINT-VAAST-LA-HOUGUE,50562,215005620,28,50
Saint-Vigor-des-Monts,SAINT-VIGOR-DES-MONTS,50563,215005638,28,50
Terre-et-Marais,TERRE-ET-MARAIS,50564,200058428,28,50
Sartilly-Baie-Bocage,SARTILLY-BAIE-BOCAGE,50565,200058048,28,50
Saussemesnil,SAUXEMESNIL,50567,215005679,28,50
Saussey,SAUSSEY,50568,215005687,28,50
Savigny,SAVIGNY,50569,215005695,28,50
Savigny-le-Vieux,SAVIGNY-LE-VIEUX,50570,215005703,28,50
Sébeville,SEBEVILLE,50571,215005711,28,50
Sénoville,SENOVILLE,50572,215005729,28,50
Servon,SERVON,50574,215005745,28,50
Sideville,SIDEVILLE,50575,215005752,28,50
Siouville-Hague,SIOUVILLE-HAGUE,50576,215005760,28,50
Sortosville-en-Beaumont,SORTOSVILLE-EN-BEAUMONT,50577,215005778,28,50
Sortosville,SORTOSVILLE,50578,215005786,28,50
Sottevast,SOTTEVAST,50579,215005794,28,50
Sotteville,SOTTEVILLE,50580,215005802,28,50
Sourdeval,SOURDEVAL,50582,200059541,28,50
Subligny,SUBLIGNY,50584,215005844,28,50
Surtainville,SURTAINVILLE,50585,215005851,28,50
Taillepied,TAILLEPIED,50587,215005877,28,50
Tamerville,TAMERVILLE,50588,215005885,28,50
Tanis,TANIS,50589,215005893,28,50
Le Tanu,TANU (LE),50590,215005901,28,50
Le Teilleul,TEILLEUL (LE ),50591,200057636,28,50
Tessy-Bocage,TESSY-BOCAGE,50592,200077931,28,50
Teurthéville-Bocage,TEURTHEVILLE-BOCAGE,50593,215005935,28,50
Teurthéville-Hague,TEURTHEVILLE-HAGUE,50594,215005943,28,50
Théville,THEVILLE,50596,215005968,28,50
Tirepied-sur-Sée,TIREPIED-SUR-SEE,50597,200082782,28,50
Tocqueville,TOCQUEVILLE,50598,215005984,28,50
Tollevast,TOLLEVAST,50599,215005992,28,50
Torigny-les-Villes,TORIGNI-LES-VILLES,50601,200053825,28,50
Tourville-sur-Sienne,TOURVILLE-SUR-SIENNE,50603,215006032,28,50
Tréauville,TREAUVILLE,50604,215006040,28,50
Tribehou,TRIBEHOU,50606,215006065,28,50
La Trinité,TRINITE (LA),50607,215006073,28,50
Turqueville,TURQUEVILLE,50609,215006099,28,50
Urville,URVILLE-BOCAGE,50610,215006107,28,50
Vains,VAINS,50612,215006123,28,50
Valcanville,VALCANVILLE,50613,215006131,28,50
Valognes,VALOGNES,50615,215006156,28,50
Le Val-Saint-Père,VAL-SAINT-PERE (LE),50616,215006164,28,50
Varenguebec,VARENGUEBEC,50617,215006172,28,50
Varouville,VAROUVILLE,50618,215006180,28,50
Le Vast,LE VAST,50619,215006198,28,50
Vaudreville,VAUDREVILLE,50621,215006214,28,50
La Vendelée,VENDELEE (LA),50624,215006248,28,50
Ver,VER,50626,215006263,28,50
Vernix,VERNIX,50628,215006289,28,50
Vesly,VESLY,50629,215006297,28,50
Le Vicel,LE VICEL,50633,215006339,28,50
Videcosville,VIDECOSVILLE,50634,215006347,28,50
Villebaudon,VILLEBAUDON,50637,215006370,28,50
Villedieu-les-Poêles-Rouffigny,VILLEDIEU-LES-POELES-ROUFFIGNY,50639,200054732,28,50
Villiers-Fossard,VILLIERS-FOSSARD,50641,215006412,28,50
Virandeville,VIRANDEVILLE,50643,215006438,28,50
Yquelon,YQUELON,50647,215006479,28,50
Yvetot-Bocage,YVETOT-BOCAGE,50648,215006487,28,50
Ablancourt,ABLANCOURT,51001,215100017,44,51
Saint-Martin-d'Ablois,SAINT-MARTIN-D'ABLOIS,51002,215100025,44,51
Aigny,AIGNY,51003,215100033,44,51
Allemanche-Launay-et-Soyer,ALLEMANCHE-LAUNAY-ET-SOYER,51004,215100041,44,51
Allemant,ALLEMANT,51005,215100058,44,51
Alliancelles,ALLIANCELLES,51006,215100066,44,51
Ambonnay,AMBONNAY,51007,215100074,44,51
Ambrières,AMBRIERES,51008,215100082,44,51
Anglure,ANGLURE,51009,215100090,44,51
Angluzelles-et-Courcelles,ANGLUZELLES-ET-COURCELLES,51010,215100108,44,51
Anthenay,ANTHENAY,51012,215100116,44,51
Aougny,AOUGNY,51013,215100124,44,51
Arcis-le-Ponsart,ARCIS-LE-PONSART,51014,215100132,44,51
Argers,ARGERS,51015,215100140,44,51
Arrigny,ARRIGNY,51016,215100157,44,51
Arzillières-Neuville,ARZILLIERES-NEUVILLE,51017,215100165,44,51
Athis,ATHIS,51018,215100173,44,51
Aubérive,AUBERIVE,51019,215100181,44,51
Aubilly,AUBILLY,51020,215100199,44,51
Aulnay-l'Aître,AULNAY-L'AITRE,51022,215100207,44,51
Aulnay-sur-Marne,AULNAY-SUR-MARNE,51023,215100215,44,51
Auménancourt,AUMENANCOURT,51025,215100223,44,51
Auve,AUVE,51027,215100231,44,51
Avenay-Val-d'Or,AVENAY-VAL-D'OR,51028,215100249,44,51
Avize,AVIZE,51029,215100256,44,51
Aÿ-Champagne,AY-CHAMPAGNE,51030,200055622,44,51
Baconnes,BACONNES,51031,215100272,44,51
Bagneux,BAGNEUX,51032,215100280,44,51
Le Baizil,LE BAIZIL,51033,215100298,44,51
Bannay,BANNAY,51034,215100306,44,51
Bannes,BANNES,51035,215106162,44,51
Barbonne-Fayel,BARBONNE-FAYEL,51036,215100314,44,51
Baslieux-lès-Fismes,BASLIEUX-LES-FISMES,51037,215100322,44,51
Baslieux-sous-Châtillon,BASLIEUX-SOUS-CHATILLON,51038,215100330,44,51
Bassu,BASSU,51039,215100348,44,51
Bassuet,BASSUET,51040,215100355,44,51
Baudement,BAUDEMENT,51041,215100363,44,51
Baye,BAYE,51042,215100371,44,51
Bazancourt,BAZANCOURT,51043,215100389,44,51
Beaumont-sur-Vesle,BEAUMONT-SUR-VESLE,51044,215100397,44,51
Beaunay,BEAUNAY,51045,215100405,44,51
Beine-Nauroy,BEINE-NAUROY,51046,215100413,44,51
Belval-en-Argonne,BELVAL-EN-ARGONNE,51047,215100421,44,51
Belval-sous-Châtillon,BELVAL-SOUS-CHATILLON,51048,215100439,44,51
Bergères-lès-Vertus,BERGERES-LES-VERTUS,51049,215100447,44,51
Bergères-sous-Montmirail,BERGERES SOUS MONTMIRAIL,51050,215100454,44,51
Berméricourt,BERMERICOURT,51051,215100462,44,51
Berru,BERRU,51052,215100470,44,51
Berzieux,BERZIEUX,51053,215100488,44,51
Bétheniville,BETHENIVILLE,51054,215100496,44,51
Bétheny,BETHENY,51055,215100504,44,51
Bethon,BETHON,51056,215100512,44,51
Bettancourt-la-Longue,BETTANCOURT-LA-LONGUE,51057,215100520,44,51
Bezannes,BEZANNES,51058,215100538,44,51
Bignicourt-sur-Marne,BIGNICOURT-SUR-MARNE,51059,215100546,44,51
Bignicourt-sur-Saulx,BIGNICOURT-SUR-SAULX,51060,215100553,44,51
Billy-le-Grand,BILLY-LE-GRAND,51061,215100561,44,51
Binarville,BINARVILLE,51062,215100579,44,51
Binson-et-Orquigny,BINSON-ET-ORQUIGNY,51063,215100587,44,51
Blacy,BLACY,51065,215100603,44,51
Blaise-sous-Arzillières,BLAISE-SOUS-ARZILLIERES,51066,215100611,44,51
Blesme,BLESME,51068,215100629,44,51
Bligny,BLIGNY,51069,215100637,44,51
Boissy-le-Repos,BOISSY-LE-REPOS,51070,215100645,44,51
Bouchy-Saint-Genest,BOUCHY-SAINT-GENEST,51071,215100652,44,51
Bouilly,BOUILLY,51072,215100660,44,51
Bouleuse,BOULEUSE,51073,215100678,44,51
Boult-sur-Suippe,BOULT-SUR-SUIPPE,51074,215100686,44,51
Bourgogne-Fresne,BOURGOGNE-FRESNE,51075,200062990,44,51
Boursault,BOURSAULT,51076,215100702,44,51
Bouvancourt,BOUVANCOURT,51077,215100710,44,51
Bouy,BOUY,51078,215100728,44,51
Bouzy,BOUZY,51079,215100736,44,51
Brandonvillers,BRANDONVILLERS,51080,215100744,44,51
Branscourt,BRANSCOURT,51081,215100751,44,51
Braux-Sainte-Cohière,BRAUX-SAINTE-COHIERE,51082,215100769,44,51
Braux-Saint-Remy,BRAUX-SAINT-REMY,51083,215100777,44,51
Bréban,BREBAN,51084,215100785,44,51
Le Breuil,LE BREUIL,51085,215100793,44,51
Breuil-sur-Vesle,BREUIL,51086,215100801,44,51
Breuvery-sur-Coole,BREUVERY-SUR-COOLE,51087,215100819,44,51
Brimont,BRIMONT,51088,215100827,44,51
Brouillet,BROUILLET,51089,215100835,44,51
Broussy-le-Grand,BROUSSY-LE-GRAND,51090,215100843,44,51
Broussy-le-Petit,BROUSSY-LE-PETIT,51091,215100850,44,51
Broyes,BROYES,51092,215100868,44,51
Brugny-Vaudancourt,BRUGNY-VAUDANCOURT,51093,215100876,44,51
Brusson,BRUSSON,51094,215100884,44,51
